"beta_error","beta_sd_avg","omega_error","omega_sd_avg","rho_error","rho_sd_avg","rho","n_reps","beta_free","omega_var","Tfull","N"
0.420055646035749,2.17386113817521,0.0355399458592746,0.365807399739262,0.0218559608577524,0.158243027322042,-0.9,500,1.7,0.0625,2,20
0.304121064487032,1.55477826912541,0.0302341060518187,0.356191471523625,0.10445385771567,0.598446909207054,-0.6,500,1.7,0.0625,2,20
0.349989126054057,1.26917751349856,0.0234442540138596,0.233070894651376,0.0996471012368107,1.01377157638191,-0.3,500,1.7,0.0625,2,20
0.43941798074568,1.53783360945555,0.0458620706850528,0.427417232272318,0.0182581668234352,1.11880725539662,0,500,1.7,0.0625,2,20
0.374862495833089,1.2086726252315,0.0352678079684234,0.278234837590821,-0.104844600712859,1.08249569626793,0.3,500,1.7,0.0625,2,20
0.401748618628507,1.23776241388617,0.0341682394459757,0.262143593575566,-0.152960379537087,0.962394458123429,0.6,500,1.7,0.0625,2,20
0.456099013129125,1.49905777829534,0.11874833365123,0.609453846656425,-0.0819745427332024,0.49030518502274,0.9,500,1.7,0.0625,2,20
0.524929909210307,2.51086915242765,0.0380419717047825,0.398403132824702,0.0240703896729675,0.166660712136014,-0.9,500,1.8,0.0625,2,20
0.510395268218868,2.48171035441843,0.0924740795500538,0.883374527627716,0.0879598187584656,0.61326354115979,-0.6,500,1.8,0.0625,2,20
0.398978947904407,1.59029642437809,0.0221411785410282,0.271290932457306,0.0918257318178174,1.13362860431395,-0.3,500,1.8,0.0625,2,20
0.39122907546113,1.34870958670358,0.00967056719038314,0.174043727479705,0.0351100442881192,1.10727469387879,0,500,1.8,0.0625,2,20
0.480118881362277,1.72392178421785,0.0402837563908378,0.338968584157603,-0.0761967140040896,1.24952707008472,0.3,500,1.8,0.0625,2,20
0.4664413949241,1.44434846306444,0.0586085959325211,0.431955010456793,-0.207081177042167,1.07906719479706,0.6,500,1.8,0.0625,2,20
0.41660500554913,1.41327294214615,0.117185218364364,0.537317010836505,-0.0962915169371368,0.458836386871905,0.9,500,1.8,0.0625,2,20
0.558680043307417,2.90162115139303,0.0444304179187232,0.553137008779405,0.0150356047564689,0.168574103229638,-0.9,500,1.9,0.0625,2,20
0.425213372749227,2.1137593875536,0.0258232322694456,0.322981658298056,0.114243071955204,0.692584324426884,-0.6,500,1.9,0.0625,2,20
0.461439150818793,2.11106400728029,0.0429079360401357,0.55644289006825,0.0871951824315667,1.08251708623175,-0.3,500,1.9,0.0625,2,20
0.484522661915921,1.61362514834077,0.0345438350727745,0.282690354409394,0.0212138316610368,1.36391412440208,0,500,1.9,0.0625,2,20
0.505035699376535,2.43478691483668,0.0678266624397963,1.19500919497542,-0.0999586785331648,1.43338529594306,0.3,500,1.9,0.0625,2,20
0.525402060736981,2.00701908106399,0.0444488508568488,0.365025116470781,-0.182741734239953,1.1850213244798,0.6,500,1.9,0.0625,2,20
0.545496341587762,3.51561852433815,0.883137278590001,26.5524359680533,-0.0780894652418319,2.55740009311463,0.9,500,1.9,0.0625,2,20
0.710642227337097,3.81696700238884,0.0662576682426867,0.804783346087824,0.0201171643204409,0.184864403755141,-0.9,500,2,0.0625,2,20
0.623941583271888,3.1063519305768,0.0529022906850003,0.664188968473383,0.0959352655144349,0.716467423564764,-0.6,500,2,0.0625,2,20
0.52014244331646,2.05414530586124,0.032225659339883,0.428470209473754,0.0693840418272321,1.13019093135656,-0.3,500,2,0.0625,2,20
0.509080115714975,1.94841545545794,0.0276505328171259,0.348763246060309,0.0314247083906459,1.37757279060371,0,500,2,0.0625,2,20
2.23441269085371,3.85953668154485,58.6552107628321,144.378621061286,-0.067227800048918,3.48246488248671,0.3,500,2,0.0625,2,20
0.708538196749516,4.2322671467674,0.369434149999669,9.83340984001052,-0.166613256268973,2.00568968480563,0.6,500,2,0.0625,2,20
0.608112505055613,2.44990995594435,0.200453333048348,1.62502011577142,-0.0870094457838153,1.56736545527977,0.9,500,2,0.0625,2,20
0.0980907441855417,0.439554423863384,-0.00575077243366881,0.0531994649366181,0.0196728766262256,0.0691686507507745,-0.9,500,1.7,0.0625,3,20
0.0971640719841536,0.397578125566007,-0.00111167645183007,0.0554392106642751,0.0752703339171742,0.23725182181472,-0.6,500,1.7,0.0625,3,20
0.119007779869551,0.383526769194318,-0.00112975968744989,0.0564161419350791,0.0777791485573636,0.352936904770689,-0.3,500,1.7,0.0625,3,20
0.117853595646869,0.369335636376909,-0.00430876489543512,0.0570425115359507,0.0337937035753256,0.422705023787893,0,500,1.7,0.0625,3,20
