"rho","N","n_reps","beta_free","omega_var","Tfull","conv_1_2","conv_3","conv_4_5","crash"
0,50,1000,1,1,4,1000,0,0,0
0.1,50,1000,1,1,4,1000,0,0,0
0.2,50,1000,1,1,4,1000,0,0,0
0.3,50,1000,1,1,4,999,0,0,1
0.4,50,1000,1,1,4,1000,0,0,0
0.5,50,1000,1,1,4,999,0,0,1
0.6,50,1000,1,1,4,1000,0,0,0
0.7,50,1000,1,1,4,1000,0,0,0
0.8,50,1000,1,1,4,999,1,0,0
0.9,50,1000,1,1,4,992,0,0,8
-0.9,60,1000,1,1,3,997,1,0,2
-0.8,60,1000,1,1,3,996,0,0,4
-0.7,60,1000,1,1,3,1000,0,0,0
-0.6,60,1000,1,1,3,1000,0,0,0
-0.5,60,1000,1,1,3,1000,0,0,0
-0.4,60,1000,1,1,3,999,0,0,1
-0.3,60,1000,1,1,3,1000,0,0,0
-0.2,60,1000,1,1,3,1000,0,0,0
-0.1,60,1000,1,1,3,999,0,0,1
0,60,1000,1,1,3,1000,0,0,0
0.1,60,1000,1,1,3,999,0,0,1
0.2,60,1000,1,1,3,1000,0,0,0
0.3,60,1000,1,1,3,1000,0,0,0
0.4,60,1000,1,1,3,1000,0,0,0
0.5,60,1000,1,1,3,999,0,0,1
0.6,60,1000,1,1,3,998,0,0,2
0.7,60,1000,1,1,3,998,0,0,2
0.8,60,1000,1,1,3,998,0,0,2
0.9,60,1000,1,1,3,994,0,0,6
-0.9,60,1000,1,1,4,999,0,0,1
-0.8,60,1000,1,1,4,996,0,0,4
-0.7,60,1000,1,1,4,995,0,0,5
-0.6,60,1000,1,1,4,999,0,0,1
-0.5,60,1000,1,1,4,1000,0,0,0
-0.4,60,1000,1,1,4,996,0,0,4
-0.3,60,1000,1,1,4,999,0,0,1
-0.2,60,1000,1,1,4,1000,0,0,0
-0.1,60,1000,1,1,4,999,0,0,1
0,60,1000,1,1,4,1000,0,0,0
0.1,60,1000,1,1,4,998,0,0,2
0.2,60,1000,1,1,4,1000,0,0,0
0.3,60,1000,1,1,4,1000,0,0,0
0.4,60,1000,1,1,4,999,0,0,1
0.5,60,1000,1,1,4,1000,0,0,0
0.6,60,1000,1,1,4,999,0,0,1
0.7,60,1000,1,1,4,1000,0,0,0
0.8,60,1000,1,1,4,999,0,0,1
0.9,60,1000,1,1,4,995,0,0,5
-0.9,70,1000,1,1,3,992,0,0,8
-0.8,70,1000,1,1,3,998,0,0,2
-0.7,70,1000,1,1,3,999,1,0,0
-0.6,70,1000,1,1,3,999,0,0,1
-0.5,70,1000,1,1,3,1000,0,0,0
-0.4,70,1000,1,1,3,1000,0,0,0
-0.3,70,1000,1,1,3,999,0,0,1
-0.2,70,1000,1,1,3,999,0,0,1
-0.1,70,1000,1,1,3,999,0,0,1
0,70,1000,1,1,3,999,0,0,1
0.1,70,1000,1,1,3,999,0,0,1
0.2,70,1000,1,1,3,1000,0,0,0
0.3,70,1000,1,1,3,1000,0,0,0
0.4,70,1000,1,1,3,1000,0,0,0
0.5,70,1000,1,1,3,1000,0,0,0
0.6,70,1000,1,1,3,1000,0,0,0
0.7,70,1000,1,1,3,1000,0,0,0
0.8,70,1000,1,1,3,999,1,0,0
0.9,70,1000,1,1,3,993,1,0,6
-0.9,70,1000,1,1,4,998,0,0,2
-0.8,70,1000,1,1,4,997,0,0,3
-0.7,70,1000,1,1,4,993,0,0,7
-0.6,70,1000,1,1,4,996,0,0,4
-0.5,70,1000,1,1,4,999,0,0,1
-0.4,70,1000,1,1,4,1000,0,0,0
-0.3,70,1000,1,1,4,1000,0,0,0
-0.2,70,1000,1,1,4,999,0,0,1
-0.1,70,1000,1,1,4,1000,0,0,0
0,70,1000,1,1,4,1000,0,0,0
0.1,70,1000,1,1,4,1000,0,0,0
0.2,70,1000,1,1,4,1000,0,0,0
0.3,70,1000,1,1,4,1000,0,0,0
0.4,70,1000,1,1,4,1000,0,0,0
0.5,70,1000,1,1,4,999,0,0,1
0.6,70,1000,1,1,4,999,0,0,1
0.7,70,1000,1,1,4,1000,0,0,0
0.8,70,1000,1,1,4,999,0,0,1
0.9,70,1000,1,1,4,993,0,0,7
-0.9,80,1000,1,1,3,994,0,0,6
-0.8,80,1000,1,1,3,998,0,0,2
-0.7,80,1000,1,1,3,999,0,0,1
-0.6,80,1000,1,1,3,1000,0,0,0
-0.5,80,1000,1,1,3,1000,0,0,0
-0.4,80,1000,1,1,3,998,0,0,2
-0.3,80,1000,1,1,3,1000,0,0,0
-0.2,80,1000,1,1,3,998,0,0,2
-0.1,80,1000,1,1,3,1000,0,0,0
0,80,1000,1,1,3,999,0,0,1
0.1,80,1000,1,1,3,1000,0,0,0
0.2,80,1000,1,1,3,998,0,0,2
0.3,80,1000,1,1,3,1000,0,0,0
0.4,80,1000,1,1,3,999,0,0,1
0.5,80,1000,1,1,3,1000,0,0,0
0.6,80,1000,1,1,3,997,0,0,3
0.7,80,1000,1,1,3,999,0,0,1
0.8,80,1000,1,1,3,1000,0,0,0
0.9,80,1000,1,1,3,996,0,0,4
-0.9,80,1000,1,1,4,998,0,0,2
-0.8,80,1000,1,1,4,999,0,0,1
-0.7,80,1000,1,1,4,995,0,0,5
-0.6,80,1000,1,1,4,997,0,0,3
-0.5,80,1000,1,1,4,1000,0,0,0
-0.4,80,1000,1,1,4,1000,0,0,0
-0.3,80,1000,1,1,4,1000,0,0,0
-0.2,80,1000,1,1,4,1000,0,0,0
-0.1,80,1000,1,1,4,999,0,0,1
0,80,1000,1,1,4,1000,0,0,0
0.1,80,1000,1,1,4,1000,0,0,0
0.2,80,1000,1,1,4,1000,0,0,0
0.3,80,1000,1,1,4,1000,0,0,0
0.4,80,1000,1,1,4,999,0,0,1
0.5,80,1000,1,1,4,999,0,0,1
0.6,80,1000,1,1,4,999,0,0,1
0.7,80,1000,1,1,4,999,0,0,1
0.8,80,1000,1,1,4,995,0,0,5
0.9,80,1000,1,1,4,993,0,0,7
-0.9,90,1000,1,1,3,996,1,0,3
-0.8,90,1000,1,1,3,995,0,0,5
-0.7,90,1000,1,1,3,997,0,0,3
-0.6,90,1000,1,1,3,997,0,0,3
-0.5,90,1000,1,1,3,1000,0,0,0
-0.4,90,1000,1,1,3,999,0,0,1
-0.3,90,1000,1,1,3,999,0,0,1
-0.2,90,1000,1,1,3,1000,0,0,0
-0.1,90,1000,1,1,3,999,0,0,1
0,90,1000,1,1,3,1000,0,0,0
0.1,90,1000,1,1,3,999,0,0,1
0.2,90,1000,1,1,3,998,0,0,2
0.3,90,1000,1,1,3,999,0,0,1
0.4,90,1000,1,1,3,999,0,0,1
0.5,90,1000,1,1,3,998,1,0,1
0.6,90,1000,1,1,3,999,0,0,1
0.7,90,1000,1,1,3,999,0,0,1
0.8,90,1000,1,1,3,1000,0,0,0
0.9,90,1000,1,1,3,998,0,0,2
-0.9,90,1000,1,1,4,998,0,0,2
-0.8,90,1000,1,1,4,996,0,0,4
-0.7,90,1000,1,1,4,996,0,0,4
-0.6,90,1000,1,1,4,997,0,0,3
-0.5,90,1000,1,1,4,999,0,0,1
-0.4,90,1000,1,1,4,1000,0,0,0
-0.3,90,1000,1,1,4,1000,0,0,0
-0.2,90,1000,1,1,4,1000,0,0,0
-0.1,90,1000,1,1,4,997,0,0,3
0,90,1000,1,1,4,1000,0,0,0
0.1,90,1000,1,1,4,1000,0,0,0
0.2,90,1000,1,1,4,999,0,0,1
0.3,90,1000,1,1,4,999,0,0,1
0.4,90,1000,1,1,4,999,0,0,1
0.5,90,1000,1,1,4,1000,0,0,0
0.6,90,1000,1,1,4,1000,0,0,0
0.7,90,1000,1,1,4,999,0,0,1
0.8,90,1000,1,1,4,997,0,0,3
0.9,90,1000,1,1,4,998,0,0,2
-0.9,100,1000,1,1,3,994,0,0,6
-0.8,100,1000,1,1,3,998,0,0,2
-0.7,100,1000,1,1,3,999,0,0,1
-0.6,100,1000,1,1,3,999,0,0,1
-0.5,100,1000,1,1,3,999,0,0,1
-0.4,100,1000,1,1,3,1000,0,0,0
-0.3,100,1000,1,1,3,999,0,0,1
-0.2,100,1000,1,1,3,1000,0,0,0
-0.1,100,1000,1,1,3,1000,0,0,0
0,100,1000,1,1,3,999,0,0,1
0.1,100,1000,1,1,3,1000,0,0,0
0.2,100,1000,1,1,3,1000,0,0,0
0.3,100,1000,1,1,3,1000,0,0,0
0.4,100,1000,1,1,3,1000,0,0,0
0.5,100,1000,1,1,3,1000,0,0,0
0.6,100,1000,1,1,3,999,0,0,1
0.7,100,1000,1,1,3,999,0,0,1
0.8,100,1000,1,1,3,998,0,0,2
0.9,100,1000,1,1,3,993,0,0,7
-0.9,100,1000,1,1,4,998,1,0,1
-0.8,100,1000,1,1,4,996,0,0,4
-0.7,100,1000,1,1,4,992,0,0,8
-0.6,100,1000,1,1,4,998,0,0,2
-0.5,100,1000,1,1,4,998,0,0,2
-0.4,100,1000,1,1,4,999,0,0,1
-0.3,100,1000,1,1,4,999,0,0,1
-0.2,100,1000,1,1,4,1000,0,0,0
-0.1,100,1000,1,1,4,999,0,0,1
0,100,1000,1,1,4,1000,0,0,0
0.1,100,1000,1,1,4,1000,0,0,0
0.2,100,1000,1,1,4,1000,0,0,0
0.3,100,1000,1,1,4,1000,0,0,0
0.4,100,1000,1,1,4,1000,0,0,0
0.5,100,1000,1,1,4,999,0,0,1
0.6,100,1000,1,1,4,1000,0,0,0
0.7,100,1000,1,1,4,997,1,0,2
0.8,100,1000,1,1,4,997,0,0,3
0.9,100,1000,1,1,4,996,0,0,4
-0.9,125,1000,1,1,3,996,0,0,4
-0.8,125,1000,1,1,3,992,0,0,8
-0.7,125,1000,1,1,3,997,0,0,3
-0.6,125,1000,1,1,3,999,0,0,1
-0.5,125,1000,1,1,3,1000,0,0,0
-0.4,125,1000,1,1,3,999,0,0,1
-0.3,125,1000,1,1,3,1000,0,0,0
-0.2,125,1000,1,1,3,1000,0,0,0
-0.1,125,1000,1,1,3,998,1,0,1
0,125,1000,1,1,3,1000,0,0,0
0.1,125,1000,1,1,3,999,0,0,1
0.2,125,1000,1,1,3,999,0,0,1
0.3,125,1000,1,1,3,999,0,0,1
0.4,125,1000,1,1,3,1000,0,0,0
0.5,125,1000,1,1,3,1000,0,0,0
0.6,125,1000,1,1,3,1000,0,0,0
0.7,125,1000,1,1,3,999,0,0,1
0.8,125,1000,1,1,3,998,1,0,1
0.9,125,1000,1,1,3,996,0,0,4
-0.9,125,1000,1,1,4,994,1,0,5
-0.8,125,1000,1,1,4,997,0,0,3
-0.7,125,1000,1,1,4,993,0,0,7
-0.6,125,1000,1,1,4,998,0,0,2
-0.5,125,1000,1,1,4,998,0,0,2
-0.4,125,1000,1,1,4,999,0,0,1
-0.3,125,1000,1,1,4,1000,0,0,0
-0.2,125,1000,1,1,4,999,0,0,1
-0.1,125,1000,1,1,4,999,0,0,1
0,125,1000,1,1,4,1000,0,0,0
0.1,125,1000,1,1,4,998,0,0,2
0.2,125,1000,1,1,4,999,0,0,1
0.3,125,1000,1,1,4,999,0,0,1
0.4,125,1000,1,1,4,999,0,0,1
0.5,125,1000,1,1,4,1000,0,0,0
0.6,125,1000,1,1,4,999,0,0,1
0.7,125,1000,1,1,4,999,0,0,1
0.8,125,1000,1,1,4,996,0,0,4
0.9,125,1000,1,1,4,996,0,0,4
-0.9,150,1000,1,1,3,998,0,0,2
-0.8,150,1000,1,1,3,997,0,0,3
-0.7,150,1000,1,1,3,1000,0,0,0
-0.6,150,1000,1,1,3,998,0,0,2
-0.5,150,1000,1,1,3,999,0,0,1
-0.4,150,1000,1,1,3,1000,0,0,0
-0.3,150,1000,1,1,3,998,1,0,1
-0.2,150,1000,1,1,3,1000,0,0,0
-0.1,150,1000,1,1,3,1000,0,0,0
0,150,1000,1,1,3,998,0,0,2
0.1,150,1000,1,1,3,1000,0,0,0
0.2,150,1000,1,1,3,1000,0,0,0
0.3,150,1000,1,1,3,998,0,0,2
0.4,150,1000,1,1,3,1000,0,0,0
0.5,150,1000,1,1,3,999,0,0,1
0.6,150,1000,1,1,3,998,0,0,2
0.7,150,1000,1,1,3,1000,0,0,0
0.8,150,1000,1,1,3,998,0,0,2
0.9,150,1000,1,1,3,998,0,0,2
-0.9,150,1000,1,1,4,998,0,0,2
-0.8,150,1000,1,1,4,993,0,0,7
-0.7,150,1000,1,1,4,992,0,0,8
-0.6,150,1000,1,1,4,994,0,0,6
-0.5,150,1000,1,1,4,998,0,0,2
-0.4,150,1000,1,1,4,999,0,0,1
-0.3,150,1000,1,1,4,998,1,0,1
-0.2,150,1000,1,1,4,999,0,0,1
-0.1,150,1000,1,1,4,1000,0,0,0
0,150,1000,1,1,4,1000,0,0,0
0.1,150,1000,1,1,4,999,0,0,1
0.2,150,1000,1,1,4,999,0,0,1
0.3,150,1000,1,1,4,1000,0,0,0
0.4,150,1000,1,1,4,1000,0,0,0
0.5,150,1000,1,1,4,999,0,0,1
0.6,150,1000,1,1,4,1000,0,0,0
0.7,150,1000,1,1,4,1000,0,0,0
0.8,150,1000,1,1,4,998,0,0,2
0.9,150,1000,1,1,4,995,0,0,5
-0.9,200,1000,1,1,3,996,0,0,4
-0.8,200,1000,1,1,3,996,0,0,4
-0.7,200,1000,1,1,3,995,0,0,5
-0.6,200,1000,1,1,3,995,0,0,5
-0.5,200,1000,1,1,3,999,0,0,1
-0.4,200,1000,1,1,3,997,0,0,3
-0.3,200,1000,1,1,3,1000,0,0,0
-0.2,200,1000,1,1,3,1000,0,0,0
-0.1,200,1000,1,1,3,999,0,0,1
0,200,1000,1,1,3,1000,0,0,0
0.1,200,1000,1,1,3,999,0,0,1
0.2,200,1000,1,1,3,999,0,0,1
0.3,200,1000,1,1,3,998,0,0,2
0.4,200,1000,1,1,3,1000,0,0,0
0.5,200,1000,1,1,3,999,0,0,1
0.6,200,1000,1,1,3,998,0,0,2
0.7,200,1000,1,1,3,1000,0,0,0
0.8,200,1000,1,1,3,997,0,0,3
0.9,200,1000,1,1,3,994,0,0,6
-0.9,200,1000,1,1,4,996,1,0,3
-0.8,200,1000,1,1,4,995,0,0,5
-0.7,200,1000,1,1,4,994,0,0,6
-0.6,200,1000,1,1,4,997,0,0,3
-0.5,200,1000,1,1,4,998,0,0,2
-0.4,200,1000,1,1,4,999,0,0,1
-0.3,200,1000,1,1,4,1000,0,0,0
-0.2,200,1000,1,1,4,1000,0,0,0
-0.1,200,1000,1,1,4,998,0,0,2
0,200,1000,1,1,4,1000,0,0,0
0.1,200,1000,1,1,4,999,0,0,1
0.2,200,1000,1,1,4,999,0,0,1
0.3,200,1000,1,1,4,1000,0,0,0
0.4,200,1000,1,1,4,1000,0,0,0
0.5,200,1000,1,1,4,1000,0,0,0
0.6,200,1000,1,1,4,1000,0,0,0
0.7,200,1000,1,1,4,999,0,0,1
0.8,200,1000,1,1,4,995,1,0,4
0.9,200,1000,1,1,4,999,0,0,1
-0.9,300,1000,1,1,3,996,0,0,4
-0.8,300,1000,1,1,3,998,0,0,2
-0.7,300,1000,1,1,3,990,0,0,10
-0.6,300,1000,1,1,3,998,0,0,2
-0.5,300,1000,1,1,3,1000,0,0,0
-0.4,300,1000,1,1,3,1000,0,0,0
-0.3,300,1000,1,1,3,1000,0,0,0
-0.2,300,1000,1,1,3,1000,0,0,0
-0.1,300,1000,1,1,3,997,0,0,3
0,300,1000,1,1,3,1000,0,0,0
0.1,300,1000,1,1,3,1000,0,0,0
0.2,300,1000,1,1,3,998,1,0,1
0.3,300,1000,1,1,3,999,0,0,1
0.4,300,1000,1,1,3,1000,0,0,0
0.5,300,1000,1,1,3,999,0,0,1
0.6,300,1000,1,1,3,1000,0,0,0
0.7,300,1000,1,1,3,1000,0,0,0
0.8,300,1000,1,1,3,998,0,0,2
0.9,300,1000,1,1,3,996,0,0,4
-0.9,300,1000,1,1,4,998,0,0,2
-0.8,300,1000,1,1,4,996,0,0,4
-0.7,300,1000,1,1,4,996,0,0,4
-0.6,300,1000,1,1,4,991,1,0,8
-0.5,300,1000,1,1,4,995,0,0,5
-0.4,300,1000,1,1,4,997,0,0,3
-0.3,300,1000,1,1,4,1000,0,0,0
-0.2,300,1000,1,1,4,1000,0,0,0
-0.1,300,1000,1,1,4,1000,0,0,0
0,300,1000,1,1,4,1000,0,0,0
0.1,300,1000,1,1,4,1000,0,0,0
0.2,300,1000,1,1,4,1000,0,0,0
0.3,300,1000,1,1,4,996,0,0,4
0.4,300,1000,1,1,4,999,1,0,0
0.5,300,1000,1,1,4,999,0,0,1
0.6,300,1000,1,1,4,997,0,0,3
0.7,300,1000,1,1,4,998,0,0,2
0.8,300,1000,1,1,4,991,1,0,8
0.9,300,1000,1,1,4,997,0,0,3
-0.9,500,1000,1,1,3,998,0,0,2
-0.8,500,1000,1,1,3,998,0,0,2
-0.7,500,1000,1,1,3,997,0,0,3
-0.6,500,1000,1,1,3,996,0,0,4
-0.5,500,1000,1,1,3,999,0,0,1
-0.4,500,1000,1,1,3,997,0,0,3
-0.3,500,1000,1,1,3,1000,0,0,0
-0.2,500,1000,1,1,3,1000,0,0,0
-0.1,500,1000,1,1,3,1000,0,0,0
0,500,1000,1,1,3,1000,0,0,0
0.1,500,1000,1,1,3,999,0,0,1
0.2,500,1000,1,1,3,1000,0,0,0
0.3,500,1000,1,1,3,999,0,0,1
0.4,500,1000,1,1,3,1000,0,0,0
0.5,500,1000,1,1,3,1000,0,0,0
0.6,500,1000,1,1,3,1000,0,0,0
0.7,500,1000,1,1,3,1000,0,0,0
0.8,500,1000,1,1,3,995,0,0,5
0.9,500,1000,1,1,3,998,0,0,2
-0.9,500,1000,1,1,4,991,0,0,9
-0.8,500,1000,1,1,4,997,0,0,3
-0.7,500,1000,1,1,4,995,0,0,5
-0.6,500,1000,1,1,4,995,0,0,5
-0.5,500,1000,1,1,4,996,0,0,4
-0.4,500,1000,1,1,4,997,0,0,3
-0.3,500,1000,1,1,4,999,1,0,0
-0.2,500,1000,1,1,4,1000,0,0,0
-0.1,500,1000,1,1,4,999,0,0,1
0,500,1000,1,1,4,996,1,0,3
0.1,500,1000,1,1,4,1000,0,0,0
0.2,500,1000,1,1,4,1000,0,0,0
0.3,500,1000,1,1,4,1000,0,0,0
0.4,500,1000,1,1,4,1000,0,0,0
0.5,500,1000,1,1,4,999,0,0,1
0.6,500,1000,1,1,4,999,0,0,1
0.7,500,1000,1,1,4,996,0,0,4
0.8,500,1000,1,1,4,995,0,0,5
0.9,500,1000,1,1,4,995,0,0,5
-0.9,1000,1000,1,1,3,996,0,0,4
-0.8,1000,1000,1,1,3,999,0,0,1
-0.7,1000,1000,1,1,3,994,0,0,6
-0.6,1000,1000,1,1,3,997,0,0,3
-0.5,1000,1000,1,1,3,988,0,0,12
-0.4,1000,1000,1,1,3,999,0,0,1
-0.3,1000,1000,1,1,3,998,0,0,2
-0.2,1000,1000,1,1,3,1000,0,0,0
-0.1,1000,1000,1,1,3,999,0,0,1
0,1000,1000,1,1,3,1000,0,0,0
0.1,1000,1000,1,1,3,997,0,0,3
0.2,1000,1000,1,1,3,999,1,0,0
0.3,1000,1000,1,1,3,1000,0,0,0
0.4,1000,1000,1,1,3,1000,0,0,0
0.5,1000,1000,1,1,3,999,0,0,1
0.6,1000,1000,1,1,3,999,0,0,1
0.7,1000,1000,1,1,3,995,1,0,4
0.8,1000,1000,1,1,3,998,0,0,2
0.9,1000,1000,1,1,3,996,0,0,4
-0.9,1000,1000,1,1,4,989,0,0,11
-0.8,1000,1000,1,1,4,994,0,0,6
-0.7,1000,1000,1,1,4,991,0,0,9
-0.6,1000,1000,1,1,4,995,0,0,5
-0.5,1000,1000,1,1,4,995,0,0,5
-0.4,1000,1000,1,1,4,994,0,0,6
-0.3,1000,1000,1,1,4,992,0,0,8
-0.2,1000,1000,1,1,4,998,0,0,2
-0.1,1000,1000,1,1,4,1000,0,0,0
0,1000,1000,1,1,4,999,0,0,1
0.1,1000,1000,1,1,4,998,0,0,2
0.2,1000,1000,1,1,4,1000,0,0,0
0.3,1000,1000,1,1,4,999,0,0,1
0.4,1000,1000,1,1,4,998,1,0,1
0.5,1000,1000,1,1,4,999,0,0,1
0.6,1000,1000,1,1,4,994,0,0,6
0.7,1000,1000,1,1,4,992,0,0,8
0.8,1000,1000,1,1,4,996,0,0,4
0.9,1000,1000,1,1,4,991,0,0,9
