"beta_error","beta_sd_avg","omega_error","omega_sd_avg","rho_error","rho_sd_avg","rho","Tfull","N","n_reps","beta_free","omega_var"
0.0426315608143093,0.260171072658026,0.0730402867861046,0.469416130915513,-0.11256559929928,0.408273784673259,0.6,3,40,1000,1,1
0.0562110783178985,0.261439855195497,0.0860697861563625,0.477847243413074,-0.138674979024425,0.372622172228873,0.7,3,40,1000,1,1
0.0465372017427945,0.26456673004327,0.103039761849475,0.505222767349655,-0.148154092781511,0.308664843730969,0.8,3,40,1000,1,1
0.0314859993783222,0.2718120202803,0.0811009341383109,0.542152666061531,-0.0839715509736523,0.17150438329093,0.9,3,40,1000,1,1
0.00908055314599595,0.268542299676984,0.0424569724977786,0.417343414399446,0.00965978966123161,0.0387586358344424,-0.9,4,40,1000,1,1
0.0165710619941939,0.255411790527399,0.0317595747046733,0.393944694488402,0.0212209786063551,0.0723518813147228,-0.8,4,40,1000,1,1
0.012218243184341,0.249078917237803,0.0273066036424181,0.382597907238369,0.0196830488077128,0.100783272235335,-0.7,4,40,1000,1,1
-0.00456308430937974,0.240359498673324,0.0133625621260552,0.374733624212816,0.0484274981991247,0.138207888873827,-0.6,4,40,1000,1,1
0.0240191779777035,0.240246175086092,0.0330388422347645,0.377270858271549,0.0480043584396312,0.167718884025436,-0.5,4,40,1000,1,1
0.0159850620525945,0.235822682608759,0.0160654839313845,0.368472634513267,0.0565481020489947,0.195074107489656,-0.4,4,40,1000,1,1
0.0213063235547456,0.233148484559326,0.0201175779966304,0.365803180605057,0.0702255187225591,0.222924389654939,-0.3,4,40,1000,1,1
0.0361862186705956,0.231498838105976,0.0135527884715201,0.364678126169265,0.0585731390190455,0.240158323928227,-0.2,4,40,1000,1,1
0.0145650792256482,0.228198450985457,0.0170082524757177,0.363876916703289,0.0658801928270445,0.262548420424306,-0.1,4,40,1000,1,1
0.0132589397800397,0.227811140611197,0.0234490941062584,0.367702356479273,0.0496329222788505,0.27566342979028,0,4,40,1000,1,1
0.0331337075575123,0.228202237377601,0.030800689270347,0.371305937101599,0.0206280262414366,0.292983863276034,0.1,4,40,1000,1,1
0.0305514619183962,0.227479368434348,0.0434446154005751,0.375987294825317,0.00788220940819886,0.304891321586267,0.2,4,40,1000,1,1
0.0349901357949047,0.225859233172531,0.0140415392830714,0.368817998300577,-0.00840848063646496,0.311174474691445,0.3,4,40,1000,1,1
0.0281753271655466,0.227208799745427,0.0406952638017339,0.378403344450671,-0.045458344953064,0.31383558796269,0.4,4,40,1000,1,1
0.0369407010858698,0.227162511947486,0.0288981479115672,0.380739358588376,-0.0753190240434574,0.302068782745467,0.5,4,40,1000,1,1
0.0349478404367686,0.228285646631427,0.0375300167687002,0.389165523183049,-0.0897259645947411,0.29274839904382,0.6,4,40,1000,1,1
0.0244645248797065,0.229328982201718,0.0397656923193349,0.396573328292371,-0.118570217992252,0.271799181187551,0.7,4,40,1000,1,1
0.0220716761243802,0.234327243488629,0.0497646768911502,0.418711536403913,-0.107016903575451,0.217004651738286,0.8,4,40,1000,1,1
0.0153044348188952,0.24208026961204,0.0433581267905083,0.461863760723847,-0.0666036982191687,0.122997748281022,0.9,4,40,1000,1,1
0.020912698812149,0.281457716964046,0.0712214740256404,0.471264857777135,0.00758594041631144,0.0435764115122698,-0.9,3,50,1000,1,1
0.0353933707095952,0.264381198678748,0.0413651717482797,0.425225763356517,0.0208332676912212,0.0843766209302811,-0.8,3,50,1000,1,1
0.0223878993078612,0.252887853652047,0.0435168198857758,0.409382755175883,0.0284994812359055,0.120844495232686,-0.7,3,50,1000,1,1
0.0208732422060126,0.248051205944804,0.0512498229133596,0.404863729010006,0.033637537683803,0.154754159796628,-0.6,3,50,1000,1,1
0.0138469523663256,0.242551901007595,0.0472051212959315,0.399848857851232,0.0548817437535626,0.196619319656514,-0.5,3,50,1000,1,1
0.0168304822365289,0.237049774384055,0.0325937401747126,0.385344093710372,0.0784529609534473,0.234281958828175,-0.4,3,50,1000,1,1
0.0294728457555103,0.234111013870256,0.0181454873236559,0.378311391822739,0.075124389253469,0.268590805957156,-0.3,3,50,1000,1,1
0.0468738833981218,0.23469787420702,0.0318681017822923,0.381346493774924,0.0743005695945116,0.296985539392756,-0.2,3,50,1000,1,1
0.0388184316302272,0.232458875614279,0.0405913548524304,0.388526334375893,0.0639644830843329,0.322221747570831,-0.1,3,50,1000,1,1
0.026637400300502,0.228952862456217,0.0406746980041555,0.386414548842977,0.0751836059068371,0.3465739344772,0,3,50,1000,1,1
0.0310277512836953,0.228265861894052,0.0419676309689841,0.38878887891823,0.0552712895570244,0.36346163537342,0.1,3,50,1000,1,1
0.0462500342298598,0.228736872463327,0.0658974613307973,0.398511740415905,0.0101718468812139,0.371475998518168,0.2,3,50,1000,1,1
0.0462884064230115,0.227735405853766,0.0488586868783234,0.392542671808994,-0.00965453996202839,0.382415787621536,0.3,3,50,1000,1,1
0.0321564496443941,0.226290727273111,0.0503486011350124,0.396520053727001,-0.0218713350844013,0.376112436804542,0.4,3,50,1000,1,1
0.0429690343106104,0.229428863873589,0.0881819767494462,0.414005182879391,-0.0667561857815317,0.37584863427225,0.5,3,50,1000,1,1
0.0376690606510345,0.226933712595231,0.0573901762401239,0.403424445695486,-0.0975847780404162,0.361388064883919,0.6,3,50,1000,1,1
0.0253698698917,0.230447643090252,0.0882991754911026,0.42331635298674,-0.122465311715993,0.325764268994506,0.7,3,50,1000,1,1
0.033704023604526,0.230012097936136,0.0569157757374794,0.423670334285193,-0.117954830224861,0.253313656097245,0.8,3,50,1000,1,1
0.0144366076685334,0.238981821372184,0.0938047628778316,0.478510287899305,-0.075441126159995,0.138558782194137,0.9,3,50,1000,1,1
0.0126296244941295,0.237785640406606,0.0210248218878025,0.357027913238942,0.00703129286307082,0.0337897133314772,-0.9,4,50,1000,1,1
0.0141168887970481,0.226955778906069,0.0153736468685621,0.343778783556825,0.0132276579686085,0.0624251638947338,-0.8,4,50,1000,1,1
0.0154877409063147,0.220384996432638,0.0195363500061201,0.335679838595247,0.0188410958194337,0.0901385971419486,-0.7,4,50,1000,1,1
-0.000732551055931587,0.214602464461045,0.00325907968726407,0.324302273000311,0.0337150760169438,0.118544469828152,-0.6,4,50,1000,1,1
0.0105638526731527,0.210930794235339,-0.00386963511024659,0.319681100902656,0.0428683773390759,0.145349682772005,-0.5,4,50,1000,1,1
0.0178418861638115,0.210108189704713,0.0221164315825354,0.326902235792258,0.0470309934457768,0.168750288290057,-0.4,4,50,1000,1,1
0.00981011312946162,0.205561532017797,0.0118332377908134,0.319932905558318,0.0444233860844609,0.191034033498829,-0.3,4,50,1000,1,1
0.0234149803075674,0.203757619427737,0.00568553356904089,0.317040501608942,0.0435800143092475,0.212048461295342,-0.2,4,50,1000,1,1
0.0146668491227849,0.202664263569101,0.0165276852275408,0.32001289574546,0.0394899312450802,0.231730547327629,-0.1,4,50,1000,1,1
0.0296692866692347,0.202776451542956,0.0314491233327216,0.325437001367129,0.0375601149618015,0.251289888279719,0,4,50,1000,1,1
0.0131179823457507,0.200335358862808,0.0122422963283563,0.319448248347479,0.0284243538041439,0.261087216221891,0.1,4,50,1000,1,1
0.0225135510986055,0.200792479817413,0.0205963850298839,0.323923715194217,0.0235805798222535,0.276348597690198,0.2,4,50,1000,1,1
0.029110714819564,0.201298402345333,0.0279486911768855,0.328489338243054,-0.00104735029893551,0.281410408031336,0.3,4,50,1000,1,1
0.0238715847504431,0.20152892417522,0.0399019063499653,0.334214206308555,-0.0245615715579106,0.281179558034312,0.4,4,50,1000,1,1
0.0231755932775152,0.201397460549607,0.0346233117773688,0.336872085159794,-0.0631391677271161,0.277259852407852,0.5,4,50,1000,1,1
0.0158353895175455,0.201418379022744,0.0159417870842035,0.334187988767696,-0.0831129283935201,0.265592872853127,0.6,4,50,1000,1,1
0.0219179413054473,0.203156348410651,0.0262082489309982,0.347483905772743,-0.0840604267340181,0.230520188905335,0.7,4,50,1000,1,1
0.0176586957068826,0.205396430953131,0.0206202934478058,0.357737622204012,-0.0833136527929736,0.182680551825149,0.8,4,50,1000,1,1
0.00910370490250399,0.213749525978001,0.0385439655937565,0.400939403217731,-0.0532171950703572,0.100811084483729,0.9,4,50,1000,1,1
0.039990854322486,0.254579391303634,0.0625743534581601,0.413037033587142,0.00688163573959887,0.0388774477170713,-0.9,3,60,1000,1,1
0.0238065459191675,0.236711284807497,0.0302413300448916,0.374274307768281,0.0153618727109911,0.0740919423321285,-0.8,3,60,1000,1,1
0.0266528567843717,0.228802767823705,0.0256801882682408,0.361115469583166,0.0250793788531319,0.107466643752539,-0.7,3,60,1000,1,1
0.0184814764131692,0.22277891318546,0.0290423823443628,0.356004005287378,0.0343151196364844,0.14042395081318,-0.6,3,60,1000,1,1
0.0150057174856152,0.219041879544253,0.0311137791402721,0.352602935721169,0.0462044922702084,0.176312303270116,-0.5,3,60,1000,1,1
0.0209478196777276,0.216293006070284,0.0573092688088338,0.358264480279041,0.0574364595249288,0.206084390275691,-0.4,3,60,1000,1,1
0.0219035527834388,0.212920528724018,0.0318455279327047,0.346709334839537,0.0623187180777007,0.234411987987934,-0.3,3,60,1000,1,1
0.0230621216840063,0.210485968929124,0.0391283669229455,0.347451128505615,0.0680293507021542,0.265733721381664,-0.2,3,60,1000,1,1
0.0346027990039875,0.207966440385307,0.0398187088850099,0.344914716818604,0.0683167617474589,0.287668233702474,-0.1,3,60,1000,1,1
0.0221911548529184,0.205106243703337,0.0188411862350773,0.338775154807634,0.0668175015851857,0.30877952823788,0,3,60,1000,1,1
0.0301736522452561,0.20622594342111,0.0486258974589027,0.351489123740811,0.0421460056633235,0.332277530975185,0.1,3,60,1000,1,1
0.0330785787140683,0.204087773937003,0.0282828023647622,0.343431810011962,0.0254527532841529,0.340321938997905,0.2,3,60,1000,1,1
0.03804613192348,0.205181820948465,0.0403278603652977,0.350155998788131,0.00610893231060933,0.338805018287801,0.3,3,60,1000,1,1
0.0281718114914873,0.203328360885251,0.0297370790190623,0.34866215091065,-0.0275869658405568,0.346598465082356,0.4,3,60,1000,1,1
0.0544811352515211,0.2045146973441,0.0439758956952783,0.353475968908823,-0.0738724220713771,0.332452211503105,0.5,3,60,1000,1,1
0.0321373383194386,0.205178477843706,0.0537906519921336,0.361135719919803,-0.0967228273143428,0.331680167772858,0.6,3,60,1000,1,1
0.0444718224713968,0.205962890448769,0.0531788712219741,0.365567090480388,-0.105308857105856,0.2784736643269,0.7,3,60,1000,1,1
0.033717110772451,0.208415744150398,0.0641275882381254,0.38075339606409,-0.108023614406825,0.223490908812417,0.8,3,60,1000,1,1
0.0360924118783105,0.216442745606057,0.0582423056981049,0.420569768866904,-0.0465066491668392,0.101593486115713,0.9,3,60,1000,1,1
0.0237248698890304,0.217402917758196,0.0151194562391311,0.323087366888176,0.00554743944425335,0.030297716590255,-0.9,4,60,1000,1,1
0.0046502172006634,0.204618248619671,0.00237309540358482,0.303865427290139,0.0140330814927693,0.0565969782553644,-0.8,4,60,1000,1,1
0.0209353860795309,0.199781158159533,-0.000624850536579113,0.29885993075945,0.0196863715678327,0.0815276145298447,-0.7,4,60,1000,1,1
0.0142119974152437,0.195383514815737,0.0083334189039594,0.295466096331662,0.0274156348266483,0.106219113041992,-0.6,4,60,1000,1,1
0.015242368401161,0.191530738671767,-0.0044923203631328,0.290342419924137,0.0311746748304071,0.130120061067631,-0.5,4,60,1000,1,1
0.0161489522073229,0.190034861633308,0.0147189436796632,0.292046618167043,0.0404250282802103,0.155303717774369,-0.4,4,60,1000,1,1
0.0292624727166907,0.188021882914222,0.014840649192578,0.29065824792889,0.0415605673492432,0.176355885869749,-0.3,4,60,1000,1,1
0.0081567322677937,0.186129275637746,0.0211418252040754,0.292948439071256,0.0399848212523012,0.196893733945122,-0.2,4,60,1000,1,1
0.0101577292283278,0.183213572038712,0.00292823898451174,0.285446232016337,0.0423256380608508,0.213681059648592,-0.1,4,60,1000,1,1
0.0244806527618825,0.183407859857405,0.0244199512236606,0.291367562274088,0.0441389669813795,0.226739022897672,0,4,60,1000,1,1
0.0341357194423455,0.184026361867472,0.0348692405518134,0.295373707990718,0.0303886411005968,0.241552305163573,0.1,4,60,1000,1,1
0.0132752648690331,0.181550194231994,0.0157945035006211,0.291920824904229,0.0154464031102781,0.251555766437048,0.2,4,60,1000,1,1
0.0222029982630296,0.180949956408118,0.0106820766996814,0.29075342962159,0.00269620284117812,0.253520561039561,0.3,4,60,1000,1,1
0.0203428842206125,0.181065154938078,0.00350221557469047,0.291242597274383,-0.00174755742718713,0.254563241364765,0.4,4,60,1000,1,1
0.0219737977204973,0.181738718752543,0.0155670520393862,0.298070873433676,-0.0506572365705794,0.252000760824416,0.5,4,60,1000,1,1
0.0231498288659162,0.183931677751157,0.033862213791104,0.307617219553109,-0.068863412845711,0.240299162802261,0.6,4,60,1000,1,1
0.0164836657620543,0.184606513955948,0.0351495851126377,0.31476777408887,-0.0817260734862552,0.211997266180258,0.7,4,60,1000,1,1
0.0151760115098936,0.187233355400308,0.0234257454913436,0.323025227685887,-0.080244859241818,0.166676998840093,0.8,4,60,1000,1,1
0.0143400163307249,0.195315228177895,0.0384561792185463,0.367955266895068,-0.0403399433226702,0.0824787234090089,0.9,4,60,1000,1,1
0.0149974973389926,0.231469359549652,0.0401943482443185,0.369395045192698,0.00512919705850535,0.0350879446848231,-0.9,3,70,1000,1,1
0.00867425796935639,0.217685435459992,0.0297707741989633,0.344676999862484,0.0120515668803969,0.0667653995383939,-0.8,3,70,1000,1,1
0.0295090437261285,0.212016800279474,0.0394147132899217,0.336152831213604,0.0207689813527946,0.0978894904762855,-0.7,3,70,1000,1,1
0.0183365665368898,0.206010029843257,0.0488529101308858,0.33294208152691,0.0218346099858676,0.125736098063992,-0.6,3,70,1000,1,1
0.0252417485881227,0.201474925618084,0.0280741445988294,0.321036597881215,0.0333342132150514,0.157831223178534,-0.5,3,70,1000,1,1
0.0117684307481998,0.196721927962639,0.0206117043082498,0.314196273174592,0.0484734627550724,0.186698759636618,-0.4,3,70,1000,1,1
0.017748264663911,0.195312476855437,0.0353955621644856,0.316266027983348,0.0505378027645694,0.213785278488205,-0.3,3,70,1000,1,1
0.0176241753175743,0.19268908089624,0.0301652154487855,0.313545245897146,0.0571080336957561,0.240635951434227,-0.2,3,70,1000,1,1
0.0280425451990726,0.193063266728385,0.0466379620755371,0.32009829476916,0.0553629066909032,0.268125778186889,-0.1,3,70,1000,1,1
0.0231308634537451,0.189876787229666,0.0212914920084595,0.311844823103122,0.0496960759529776,0.285279236136168,0,3,70,1000,1,1
0.029818478545807,0.191051077034787,0.049796193773034,0.321039490118496,0.0243875097460545,0.300362839005943,0.1,3,70,1000,1,1
0.0220386759342786,0.187340566593355,0.0440495607046032,0.318922754095906,0.0230806688520857,0.310723499992475,0.2,3,70,1000,1,1
0.0256936826292899,0.188452969405975,0.0499482243874127,0.324699129392428,-0.0227067246947959,0.318181745489165,0.3,3,70,1000,1,1
0.023413760567759,0.186658991855962,0.0333089235907072,0.321049215784357,-0.0161197611790902,0.321548377144985,0.4,3,70,1000,1,1
0.0334312052234542,0.187528525847587,0.0439825950031942,0.325228608230218,-0.0554500981077556,0.316536089453417,0.5,3,70,1000,1,1
0.0290479305719223,0.18792414886342,0.0437189465738926,0.329517742636013,-0.0745393017670562,0.290519651014905,0.6,3,70,1000,1,1
0.02371589329748,0.186752510758611,0.0302838579857687,0.328382078225141,-0.0923370333648676,0.254058451219154,0.7,3,70,1000,1,1
0.0263796873882077,0.191528414036182,0.0687517207230783,0.351880583115996,-0.0845238022971822,0.193413049112648,0.8,3,70,1000,1,1
