"beta_error","beta_sd_avg","omega_error","omega_sd_avg","rho_error","rho_sd_avg","rho","n_reps","beta_free","omega_var","Tfull","N"
0.120375995839425,1.6083986205092,1.9885164975449,18.6097295910248,0.100771203088976,0.318097203098102,-0.9,500,0.2,1,2,20
0.0802329078488142,1.24156456023372,2.64644652072575,26.2063069104795,0.230402884496931,0.981999053997277,-0.6,500,0.2,1,2,20
0.0856683716723526,0.834076107880889,1.35479071564994,10.5893364430685,0.271376058803144,1.54539359622893,-0.3,500,0.2,1,2,20
0.730098791517325,2.50433764865371,1956.85170370759,4064.38675253884,0.174731521033146,3.87984487235446,0,500,0.2,1,2,20
0.258659137645637,2.03378452413243,45.1562125011063,498.288261051459,0.00208862863877376,4.12564875123745,0.3,500,0.2,1,2,20
0.117304963144236,0.908178459416342,2.25381233666114,28.1421304822151,-0.196078856682787,2.08645501710302,0.6,500,0.2,1,2,20
-0.05512527456307,1.98341196596646,24.2423032846684,289.227563660773,-0.288821212412853,3.68841089550124,0.9,500,0.2,1,2,20
0.0351446395684637,0.433979770172061,0.214727401197,1.15399469255354,0.0339789008942011,0.100281867554169,-0.9,500,0.2,1,3,20
0.0425234471659136,0.393168195028867,0.263149802898738,1.10245821644166,0.142633248817469,0.354779128192725,-0.6,500,0.2,1,3,20
0.0319024938673642,0.376248647963905,0.168979503803929,0.934401085057656,0.171666640067948,0.542156200682384,-0.3,500,0.2,1,3,20
0.0983828520279682,0.384830768386932,0.290793576483397,1.05962892927802,0.105735006010484,0.661498710267657,0,500,0.2,1,3,20
0.0536325834759547,0.388784847733186,0.245280755428983,1.028188958455,-0.0345759315020177,0.775706206471355,0.3,500,0.2,1,3,20
0.0631307131141806,0.391339797642747,0.255684420874546,1.06134513340044,-0.21806124088028,0.747703289497639,0.6,500,0.2,1,3,20
0.00163844555253838,0.431977185677472,0.384743704949645,1.22675715999401,-0.23139357658521,0.522361758543044,0.9,500,0.2,1,3,20
0.0194990878274371,0.380209956134472,0.152423674178834,0.789081964587995,0.0168858583004096,0.065481337669139,-0.9,500,0.2,1,4,20
0.0382231442494471,0.33440057837175,0.0563748889027762,0.665477599099172,0.107803789463263,0.237584342517437,-0.6,500,0.2,1,4,20
0.0387298729042654,0.327893394224281,0.0819796454457688,0.66572522744458,0.126469688731567,0.376672985355083,-0.3,500,0.2,1,4,20
0.0693399970814443,0.321039627290601,0.0410836609794398,0.643376444544431,0.0699341211649061,0.44912772669194,0,500,0.2,1,4,20
0.0455215579110316,0.33488019320194,0.102184698237498,0.698704200821056,-0.0523167329146887,0.508340346638138,0.3,500,0.2,1,4,20
0.0200443162168052,0.339352728495412,0.124568781848738,0.721096326569336,-0.204817344570511,0.498046888232203,0.6,500,0.2,1,4,20
0.0167677038161681,0.365222567912796,0.170258261969902,0.849200115344805,-0.174240215210864,0.307865947853268,0.9,500,0.2,1,4,20
0.0790779230509357,0.834739162922004,1.46228199228622,8.79328429727559,0.0481850617079525,0.18269040833523,-0.9,500,0.2,1,2,30
0.0854364393551055,0.579660763945221,1.4306472050636,9.94894620333593,0.18920789036216,0.60010193047993,-0.6,500,0.2,1,2,30
0.0787962711187066,0.515588805581731,1.07800849909595,5.50230139312877,0.178516269277133,0.803171138804684,-0.3,500,0.2,1,2,30
0.0451817395800294,0.449742714381679,1.42269831473759,13.0236794249197,0.120037097610637,1.04046106897533,0,500,0.2,1,2,30
0.0641806975221803,0.447851142783292,0.562502197276654,2.22922012390842,0.00255337022676575,1.1312901363138,0.3,500,0.2,1,2,30
0.075016760358567,0.473098531829043,0.642655458495967,2.84413260663272,-0.186238963536723,1.04616163694832,0.6,500,0.2,1,2,30
