"beta_error","beta_sd_avg","omega_error","omega_sd_avg","rho_error","rho_sd_avg","rho","n_reps","beta_free","omega_var","Tfull","N"
0.870717906704282,6.38328626217848,30.9616629055156,265.010866823977,0.118777337350494,0.294578972589184,-0.9,500,2.3,16,2,50
9.8244102347432,7.55957979388775,70703.8492116329,23319.3606312874,0.257909445139198,2.9159670148908,-0.6,500,2.3,16,2,50
0.951159758854585,6.34485318683719,72.9129261763683,1043.76226838577,0.28976125861159,1.62014991359468,-0.3,500,2.3,16,2,50
0.932829040279296,4.38275668055026,62.3614389639195,637.13518092435,0.168444761853647,2.83533403469815,0,500,2.3,16,2,50
0.747174899502756,2.90197444100986,26.6813301858113,161.731484208102,0.008974980875799,2.03996251973609,0.3,500,2.3,16,2,50
1.70840290424229,7.91509814984469,498.395904179907,3386.07027294887,-0.200066139538653,4.0257831837529,0.6,500,2.3,16,2,50
0.7251904015155,2.62267634905801,18.1016601835249,98.1358777650072,-0.261219488370321,1.77353591102661,0.9,500,2.3,16,2,50
1.12418908415467,7.378280727839,41.0961517190042,322.492807934686,0.10150062088743,0.284607127009851,-0.9,500,2.4,16,2,50
1.4418263960324,7.05669853898722,438.294561940591,2773.40097709022,0.268078003915884,2.85539843468728,-0.6,500,2.4,16,2,50
1.03484767230711,4.79481315057402,225.374509031037,1553.86344073612,0.252455971702505,3.78174956789263,-0.3,500,2.4,16,2,50
1.06911401761793,5.94746516276442,98.5803891576073,1355.28924881325,0.185196409190389,2.09829350106634,0,500,2.4,16,2,50
0.989708241299902,3.5346031343078,27.3616655525084,183.264362730082,0.0306601546365631,2.54879569606882,0.3,500,2.4,16,2,50
2.04608708672529,8.29758228255938,652.918006329707,3058.62937193391,-0.191683234937828,4.25246629845247,0.6,500,2.4,16,2,50
0.82169279102205,3.93054646470394,31.2570460972192,354.225535437051,-0.271630900926234,1.85179998244714,0.9,500,2.4,16,2,50
1.31292851262041,7.8650309675538,40.578957851155,321.545557993104,0.109934768468169,0.28573017447964,-0.9,500,2.5,16,2,50
1.32451122420902,7.79806081041584,102.410138287877,1296.96677833821,0.227631675849492,0.787808055982928,-0.6,500,2.5,16,2,50
0.79427119204727,3.31977901100264,21.9295844227879,129.56312505794,0.285225692538308,1.57577389168056,-0.3,500,2.5,16,2,50
1.29953579804695,6.13837496170426,480.756362382475,2677.25980392638,0.182528552050742,2.8267011201021,0,500,2.5,16,2,50
2.40544244593395,5.44950435167294,1394.78262633536,4101.36430117821,-0.00409506095022041,6.01050653548191,0.3,500,2.5,16,2,50
0.907694636492021,3.12810035061771,28.0399483216018,175.28686254231,-0.175291781713254,2.712668488448,0.6,500,2.5,16,2,50
0.705299069039874,2.68894706340898,16.9729963491073,77.7406648070538,-0.260717275162977,1.46101767738477,0.9,500,2.5,16,2,50
0.241969074077205,1.36349044825731,7.75483645966842,27.5776664852388,0.0281067181086519,0.0903036478621197,-0.9,500,2.3,16,3,50
0.184419711736971,1.05335909777968,6.17195267572878,17.5528028889675,0.126102849686105,0.340673993852685,-0.6,500,2.3,16,3,50
0.216185400890036,0.990131719655116,4.38019878119382,13.2648107829694,0.174630346995776,0.573250941924107,-0.3,500,2.3,16,3,50
0.281150748596328,1.03431178328212,6.84320109363078,16.0400747662358,0.0574117369047358,0.730150193508427,0,500,2.3,16,3,50
0.332604971160012,0.986924035974196,4.84796825148188,13.0899401577394,-0.0132840761038647,0.842637259293373,0.3,500,2.3,16,3,50
0.323126238434668,1.00921170168406,5.85110698317922,14.1367266853188,-0.162751245099382,0.836515013006208,0.6,500,2.3,16,3,50
0.257324665458903,1.0084189628986,6.0583432472187,14.622153560526,-0.241636203556862,0.497153301704089,0.9,500,2.3,16,3,50
0.266829967873741,1.31362482877715,5.35186091478092,20.821400335154,0.0323436175140419,0.0905860506097128,-0.9,500,2.4,16,3,50
0.237109417400631,1.03818773664698,4.25554290627001,14.0190387140452,0.132201416690053,0.342313025438223,-0.6,500,2.4,16,3,50
0.200174891023066,1.03574804321779,5.96651965424059,15.7557624308371,0.181826131152493,0.565453990454548,-0.3,500,2.4,16,3,50
0.256714487915749,1.00334768136466,5.19848555318801,13.7551409082441,0.0997240912719482,0.711152967746149,0,500,2.4,16,3,50
0.270564295807224,0.998360840636057,5.13422405251819,13.7969517521617,-0.0258185519315005,0.798549133496546,0.3,500,2.4,16,3,50
0.298468215417615,1.02554441862043,5.57477266794345,13.8258489209392,-0.190903952690758,0.803039431366489,0.6,500,2.4,16,3,50
0.250748643223642,1.01857121940016,4.84950425327185,13.8481011201281,-0.205419305146923,0.435093024436263,0.9,500,2.4,16,3,50
0.260048629706691,1.38822487919002,9.70378479470275,35.4728703405523,0.0333934934882682,0.0951748283056287,-0.9,500,2.5,16,3,50
0.224718357171896,1.09420265211644,4.60845923796231,16.0311033840258,0.129202134851798,0.334350316633215,-0.6,500,2.5,16,3,50
0.207823622875481,1.06234065463083,4.9978763272723,14.7867528578095,0.170270690201264,0.570638376557353,-0.3,500,2.5,16,3,50
0.265992507940695,1.03774424926725,6.54211054232803,14.6040030342638,0.0995602968769245,0.738825632389896,0,500,2.5,16,3,50
0.330590592867537,1.10628203483261,14.2337445303436,41.8387346251491,-0.0143607191257544,0.876785189122763,0.3,500,2.5,16,3,50
0.270011160482459,1.01832061975438,5.28289887978727,13.5121837260245,-0.175638491979616,0.804337576215388,0.6,500,2.5,16,3,50
0.261315362914905,1.03790448697769,5.26880714612794,13.9747744420632,-0.198794301533468,0.45118603089804,0.9,500,2.5,16,3,50
