"beta","beta_sd","omega","omega_sd","rho","rho_sd"
1.00178727847058,0.00998851969917731,0.986490935552154,0.0142512632371529,-0.411487853745361,0.00710290620019466
1.00906464116403,0.0100513344493986,1.01123149359287,0.014725699069368,-0.390964049121051,0.00744548336189138
1.00789272679546,0.0101038720441854,1.02249011598708,0.0148972713881995,-0.408828657350213,0.00721816013358343
1.00708429715177,0.0100154392467127,0.993884617067386,0.0144749428806141,-0.401176142060709,0.00731000087424673
1.01385830850476,0.0100515871506647,1.00607016910273,0.014597254915102,-0.403821468811118,0.00716170184745063
