"beta_error","beta_sd_avg","omega_error","omega_sd_avg","rho_error","rho_sd_avg","rho","N","n_reps","beta_free","omega_var","Tfull"
0.730206240271721,29.9416120608748,7.13111497282154,325.295374456233,0.205937572985964,6.32523960893861,-0.9,10,500,1,1,2
25.9612853013583,44.6940861366871,45584.1032845865,22587.9396686622,0.361033536838062,18.5353308292932,-0.8,10,500,1,1,2
4.95526830207445,47.2318527979808,24923.480467828,17205.5903779504,0.451795235426775,34.8962998577362,-0.7,10,500,1,1,2
4.29489640063594,47.009123620721,558.574446397349,2066.99982286328,0.455879093603296,35.3097376175971,-0.6,10,500,1,1,2
37.3786943816437,46.819532746392,294304.192087198,60437.4464585638,0.477662172314462,43.2766258286603,-0.5,10,500,1,1,2
32.4799514828119,57.1104982846185,75442.0829974667,45698.5362493132,0.516972574522137,64.127958971153,-0.4,10,500,1,1,2
21.2921858585822,56.0687985633983,15263.681103086,21556.3359993485,0.440792275178169,60.0572310255461,-0.3,10,500,1,1,2
55.7952006138752,46.6625457426034,152448.804035406,40628.0038232313,0.436750729445897,56.8169883765841,-0.2,10,500,1,1,2
16.3766680314475,50.1969071040987,19057.5198740156,21334.917607826,0.372346818207628,60.7592042110889,-0.1,10,500,1,1,2
27.0560657834716,53.6996138238901,103605.263400475,45415.2900978789,0.27542733121948,76.6097725224613,0,10,500,1,1,2
0.495931242986255,4.03727629417685,2.4013320674978,23.5659087177049,0.0917393530549242,0.325392881973368,-0.9,20,500,1,1,2
0.739262087267214,5.19361599926975,4.67922743946883,52.4136947133845,0.152202048651579,0.53672849884231,-0.8,20,500,1,1,2
0.59855610745157,4.2023892891849,4.13581184545431,48.9254445652181,0.214794062492163,0.711928148907396,-0.7,20,500,1,1,2
0.459515925571103,3.61544840689939,3.95101214946014,56.3100249377299,0.312538468668937,0.985016506315397,-0.6,20,500,1,1,2
0.477399956876405,3.03607844791103,2.91788576829305,34.1470000511717,0.249599800449105,1.14148103518524,-0.5,20,500,1,1,2
0.595063570194075,5.33236417040804,7.46515428765819,187.369599473165,0.312274478536335,3.36716376469553,-0.4,20,500,1,1,2
1.46227527298779,4.23985396405796,252.775304412466,883.203769567159,0.30385464134159,3.5977487800139,-0.3,20,500,1,1,2
0.43907518120432,4.01939824020597,4.66132903603315,161.794793929988,0.289401316700765,1.62662462590262,-0.2,20,500,1,1,2
0.364647592282245,1.95325225507323,2.70118508253796,31.1447928501942,0.299983313345383,2.05424666546636,-0.1,20,500,1,1,2
0.326653104429217,1.78190379971357,1.5877895055633,13.5785106435945,0.207269867647377,1.82917498248043,0,20,500,1,1,2
0.364056769295002,2.06740709835576,1.68162089573517,10.401156001465,0.0557668622885828,0.188881786678485,-0.9,30,500,1,1,2
0.418029640502064,1.87839429645919,1.89920768095065,10.830533686871,0.099531718140301,0.331651498227927,-0.8,30,500,1,1,2
0.315513309539546,1.58848604487169,2.02510968360495,11.599685694381,0.11796920170701,0.433061196846678,-0.7,30,500,1,1,2
0.376738670477943,1.78336754151813,2.99092713353955,22.6165950748158,0.208518919551983,0.727595435049496,-0.6,30,500,1,1,2
0.186425166605722,0.980010203139815,0.790594836747886,4.75304611923482,0.239273105014252,0.681244374958917,-0.5,30,500,1,1,2
0.181897424915955,0.98584514966444,1.04759794983604,8.05422145492307,0.245418779310044,0.757674525664519,-0.4,30,500,1,1,2
0.188721603814912,0.864817574525761,0.823940717432935,4.30069766950803,0.222470973695688,0.814034632700213,-0.3,30,500,1,1,2
0.148891634779182,0.837541464324889,0.851072768629155,6.60857599296375,0.276469925333268,0.907594391691931,-0.2,30,500,1,1,2
0.134482339795496,0.698935865057726,0.365693332915356,1.9294009682249,0.237863244054438,1.01025780588441,-0.1,30,500,1,1,2
0.195190466470452,0.708651965354917,0.508847556003653,1.88484645151334,0.152062057985044,1.05028952490326,0,30,500,1,1,2
0.319943416902084,1.58889557594761,1.50464920908642,7.58491450587638,0.0349621436845026,0.140950744027995,-0.9,40,500,1,1,2
0.323142926808542,1.3379821259382,1.49023000084743,7.43595799571522,0.0691481310959062,0.231416066626513,-0.8,40,500,1,1,2
0.19252371771027,0.933802931292861,0.930958235655745,4.89014310260282,0.134731444151398,0.364033753326073,-0.7,40,500,1,1,2
0.183391566164526,0.757285384841836,0.611736183613718,2.5737380562167,0.109116855162758,0.414025282203741,-0.6,40,500,1,1,2
0.165047711723735,0.756445464592966,0.630714616169273,2.75920095143564,0.148034625895966,0.482009080187421,-0.5,40,500,1,1,2
0.168484615986101,0.730247162295944,0.691028983500403,3.7896298986584,0.169783423037917,0.58710285320075,-0.4,40,500,1,1,2
0.142751785446343,0.739084969605708,1.24642777703706,8.07878150615943,0.207344393474991,0.615412870725769,-0.3,40,500,1,1,2
0.0875085011531371,0.49653628398134,0.228719237129476,1.09125905724162,0.240461034054766,0.740629319274692,-0.2,40,500,1,1,2
0.101385901990916,0.490741388675351,0.24989586736489,1.05333116103853,0.176199105131037,0.751945301061659,-0.1,40,500,1,1,2
0.157383483109277,0.509545986231185,0.340827727006549,1.22853723356025,0.149427212981124,0.778835135010906,0,40,500,1,1,2
0.231418389932383,1.13270971319152,1.05706141335488,4.62334965183956,0.0376666128889715,0.122154489682822,-0.9,50,500,1,1,2
0.198899277194377,0.902892861240945,0.837408314774815,3.88608286591819,0.0689792163051805,0.209049498536204,-0.8,50,500,1,1,2
0.169570481756839,0.67948279872005,0.54281267350076,2.09817754475778,0.0726081832285636,0.268177373097617,-0.7,50,500,1,1,2
0.0675092409611589,0.506391551004072,0.246057486629037,1.24651801205384,0.152106946206354,0.35408883593774,-0.6,50,500,1,1,2
0.0963971519534682,0.559111825739674,0.439156969244299,2.39637548670303,0.142470690907402,0.410213092441898,-0.5,50,500,1,1,2
0.128460177353031,0.507379319794989,0.389949437400256,1.5845593992896,0.140687506222931,0.467378601987226,-0.4,50,500,1,1,2
0.0772031480887445,0.431364482497901,0.211635180696845,0.943211079337812,0.194032291797711,0.541708819759489,-0.3,50,500,1,1,2
0.065599898589023,0.403767502949451,0.163682158182789,0.820411576398159,0.204050820747668,0.609461948557882,-0.2,50,500,1,1,2
0.0821238745655263,0.410938256304193,0.252989072752044,0.896128790085142,0.14622398871316,0.616993391891626,-0.1,50,500,1,1,2
0.0706943873289753,0.388813122451464,0.160733977621539,0.770737540830931,0.167597510611168,0.679266420680263,0,50,500,1,1,2
0.13076576410911,0.56886302112564,0.511868058118423,1.73925005178996,0.0161844754325964,0.0730902425625698,-0.9,100,500,1,1,2
0.0577257746383949,0.386971213144626,0.193217794641191,0.843571177037598,0.0322362601695172,0.123780913463087,-0.8,100,500,1,1,2
0.0607402869447362,0.34192032246617,0.175366112759492,0.690059438016204,0.0328231902278456,0.163171962498168,-0.7,100,500,1,1,2
0.0574044147117737,0.314259983708091,0.178375103584936,0.631726646794361,0.0424599748913346,0.205504553059243,-0.6,100,500,1,1,2
0.0316329438232276,0.277979297848996,0.081182823682746,0.503866566842571,0.0724141095738998,0.251771985389282,-0.5,100,500,1,1,2
0.0281911837779883,0.267085317627454,0.0929227130680133,0.497694869838395,0.0870299773772524,0.289282777553477,-0.4,100,500,1,1,2
0.0151436996714646,0.253928857956988,0.0650696162826425,0.460742842704565,0.104871678629425,0.328779024016977,-0.3,100,500,1,1,2
0.0306706340574674,0.246217723394314,0.0736823813348396,0.454573378154267,0.113782376452004,0.354437945281594,-0.2,100,500,1,1,2
0.029451544997338,0.244674663869596,0.098699065579779,0.455499464808901,0.0906931224017703,0.397904986330982,-0.1,100,500,1,1,2
0.0339726104189941,0.235563001104996,0.0713135703952228,0.426201113345609,0.0823003407115352,0.413975480895204,0,100,500,1,1,2
0.0675759135654851,0.323376968732929,0.202300704107105,0.725659903121852,0.00925868853939873,0.0486244161048942,-0.9,200,500,1,1,2
0.0344593936547647,0.243197087147627,0.10573416378731,0.463266299095085,0.0118988050087918,0.0784719554088606,-0.8,200,500,1,1,2
0.0327357146461756,0.214224208525297,0.0709912176345691,0.383446353017056,0.0220382907012932,0.106174865078471,-0.7,200,500,1,1,2
