"beta","beta_sd","omega","omega_sd","rho","rho_sd","tau1","tau1_sd","tau2","tau2_sd","tau3","tau3_sd","tau4","tau4_sd","tau5","tau5_sd","tau6","tau6_sd"
1.12335155556014,0.0893768809439774,1.17247870886103,0.170838333588731,0.642768615869199,0.188711841131467,-0.13860080849522,0.229641222641849,0.832790076564426,0.0656633464146494,0.664322563317023,0.0795144168278208,0.736301996992242,0.085334185326594,0.718804849317447,0.0916845311361723,0.64078714988727,0.117213056566417
0.958349547292454,0.0893620561800905,0.908736349236446,0.146149930459859,0.368453234701863,0.242033026705883,-0.446716165072199,0.252379574960593,0.72028674007657,0.0884387389102997,0.72648724721556,0.0786760720181027,0.617737667542708,0.0918706064794045,0.606659757655823,0.0982640589384417,0.821481058308218,0.0949198174836661
0.999916361895124,0.0756381939066405,0.95547019440322,0.130213972288426,0.633727711519804,0.153096205697171,0.261769644354687,0.227412289565406,0.578959305388474,0.0794671850871844,0.558396646740141,0.0762811164043712,0.766301543977545,0.0720057983890483,0.726895344011804,0.0879535667882058,0.575924844892352,0.106950439001948
0.950952602133398,0.0792331449446952,1.06499316279648,0.147872037025814,0.689809442639932,0.170122590478975,-0.00579599727439272,0.247366094359639,0.685683987033111,0.0751968752239709,0.812213808356185,0.0756623470877948,0.702155877643509,0.0863841926665808,0.733588247755536,0.0812459564939244,0.62077522343324,0.103068415096669
0.973161001333678,0.0816761526794005,0.917894734779993,0.126382477314919,0.34175024011406,0.179854533990609,0.162583917503914,0.209204858167274,0.741055104616411,0.0762987922040285,0.650312973462501,0.0761858826140711,0.631013654534871,0.0829975311562142,0.617811401145051,0.0913173542254024,0.623501472919057,0.110030235591404
1.1756894174698,0.100623086049072,1.24022287717596,0.195482750978584,0.297809521874896,0.226697428245512,0.505318383960821,0.270582816459082,0.679962491737087,0.093823012786375,0.818205185838086,0.0920054967122992,0.777656946555501,0.0889633677448179,0.809676982271748,0.103500300164845,0.702444403322634,0.114111864273863
1.07205051321144,0.081249706861106,1.10578756918089,0.15620883911592,0.450393164259177,0.199011216195611,0.135071786655944,0.214891416210203,0.592583102285652,0.0807948065839879,0.725967936011885,0.0796131936639735,0.685488853376229,0.0945717900758148,0.85525903417859,0.0910724566202741,0.550111652316064,0.107285905009185
1.05971849538288,0.0796980507316878,0.859646247279807,0.134798833205246,0.847698628795058,0.0531055382034146,0.348432361386172,0.267874201343014,0.665989240500198,0.0954492268242102,0.679723484869087,0.0706830134495033,0.724137563985564,0.0796607280643093,0.720348871100542,0.0934091312359076,0.702425687471198,0.119309081231693
1.02425737815455,0.0826811757708933,1.16187153805464,0.162859693033072,0.693011681587092,0.19217576922183,0.142115475614987,0.257189747664789,0.700510974770108,0.0802000123859398,0.669245378356854,0.0847456958842733,0.733151767931307,0.0853189599065507,0.685566973580923,0.0919529934475292,0.750618786411582,0.101578875460838
1.01749293547448,0.076753885603936,1.11105869703686,0.149789120605113,0.638922110894391,0.191640909838546,0.122808382586572,0.215339673611544,0.578980074138693,0.0790756586140732,0.796243900358986,0.0664426385814633,0.670339539529987,0.0891967012154794,0.711008166993888,0.0913844797754576,0.56838218985827,0.119917506746622
1.1440564079761,0.0930077190921344,1.05924838462671,0.164092824114519,0.612629792740572,0.191803834037737,0.0945737995233383,0.278211522041127,0.769079199780399,0.0879479103047511,0.74365736761774,0.0720866898693022,0.684907530265517,0.085673852859558,0.727449553928036,0.087250435221556,0.846790683348369,0.114839273493782
1.08737146211331,0.0981032251597815,1.18768441752566,0.19541824031981,0.188361536776437,0.202581010565833,0.0881272395702659,0.257513452729746,0.691818627776525,0.0989790758166812,0.624052632266413,0.0848781220074328,0.857716940674041,0.0886967604772582,0.91936011043946,0.104632811539981,0.720897425772218,0.121848416894952
0.85482990830406,0.0700687471144103,0.766195566026685,0.102016977377055,0.685444648263136,0.125797277851018,0.0225633533887669,0.240642595674209,0.673362123197257,0.0767352651107427,0.620950128687777,0.0720404945245135,0.64961223327482,0.0800149958918403,0.657116744899034,0.0898466877355679,0.704593700563184,0.0918524563866127
1.00913875613714,0.0857078200253736,1.10486642092448,0.180216598320231,0.525206183389889,0.242651902695286,0.0491391431130888,0.238597102639547,0.710802807953377,0.0860497846685543,0.62746570751797,0.0842949902921096,0.681608424642072,0.0928904383161706,0.69538623879455,0.11390907846193,0.88201172133658,0.107056585908684
0.940815637519534,0.0748647574227745,0.85444652115826,0.12282483609696,0.671135127848669,0.14111000988323,-0.197035024352824,0.233905809399609,0.713347808517633,0.0833580507852461,0.658288124282202,0.0719797709224663,0.649799350868682,0.0815192854968521,0.715907823895251,0.0814718147784581,0.579144687613691,0.111813971219559
0.99299634618803,0.0889260508086891,1.21915536655909,0.18219147121752,0.533258819772334,0.262577078149818,-0.147795795626938,0.273978333424119,0.706186657529895,0.0982940460036964,0.796283820033647,0.0703995521257472,0.670030150777516,0.0917906763037927,0.680885263611992,0.0961648067118612,0.726203580886493,0.109291046151518
1.13996307257766,0.0960729210235108,1.22753884714903,0.169541426231077,0.710471067242706,0.11755866750474,0.0670119239518142,0.301567523394345,0.777339053753875,0.0853374573312593,0.739846496349113,0.0839325117832519,0.890289956086684,0.0759624091870158,0.6455016141354,0.0964606443319995,0.731360174033509,0.110868723666215
1.02038209620032,0.0835061690174645,0.951637727711031,0.143473730652924,0.664180989377829,0.192318949951232,0.441144700106828,0.252049029596764,0.717251444673468,0.0755440337114452,0.605344911262803,0.0794792290806524,0.663700746348752,0.0767396820303193,0.70340449194727,0.0831756364312153,0.614297284987806,0.113593609254495
1.22558303740179,0.0924771687549333,1.1132720713198,0.164428885169047,0.39770010522285,0.27609290957539,0.284581095093698,0.243053042995288,0.751225778889037,0.0790184061995735,0.861812103837813,0.0719394306332241,0.797525157701568,0.0901104112040366,0.795172473559791,0.0911385468422261,0.726572183667755,0.105771065316744
0.884608540627127,0.0728389022083482,0.903959415712503,0.121965659791363,0.737381891086524,0.124971084462994,0.0247615316567636,0.241030603117327,0.545722295205124,0.092267247715069,0.693585781714365,0.0681752608848585,0.671907408584345,0.0808941903152035,0.647293152188948,0.0893785311204568,0.673529819723165,0.104479339881981
1.0276413006464,0.0903974671636136,1.14208052001213,0.16890686733277,0.413709314686631,0.236801031809517,0.152976132589288,0.26119778360515,0.65413745576404,0.0817024516039946,0.82415541276189,0.0737658927130045,0.719848458002293,0.086921794524819,0.602832214537438,0.109871618289317,0.845976967596092,0.117596401991054
1.10901677988413,0.0910118644913241,0.979363472920304,0.152064840722653,0.549306383106012,0.230493116011257,0.0498363539465196,0.263992560035518,0.741475878554307,0.0850179141289605,0.67786828601472,0.0763921962413407,0.715722366985767,0.0847622025970651,0.641095574151211,0.0877552486469342,0.820169339181638,0.116641452367303
0.859474246147597,0.0802104510587043,1.02257367313238,0.161919303747419,0.459176645050123,0.25301224423671,-0.279441452019896,0.259503832947961,0.621799713360535,0.093438444608306,0.748285488042478,0.0805125675447196,0.794987369791937,0.088570516354517,0.663000557307729,0.096031057794909,0.692850905269034,0.110952993687922
0.923876813121654,0.0756033571924419,0.905389170308591,0.120438423715228,0.802230123509641,0.0760407443392001,0.0102441833404017,0.253533920606494,0.758027570020549,0.0725055281321799,0.567888803128383,0.089183806472648,0.673349071372082,0.0812804963349602,0.672828809290833,0.0818780495569789,0.778965407950866,0.0954260791414203
1.04230914213561,0.0794818101066424,1.04370722621938,0.141208482524611,0.67014639028614,0.146226730074699,0.292720806430112,0.23138846430063,0.610527376704102,0.0755496444894508,0.712879736368323,0.0665405261001925,0.771577126422228,0.0856511790587139,0.83356932708637,0.0939663417249208,0.610292952154162,0.111958160399741
1.07903174951759,0.0804183988101894,0.769608549781791,0.113637351818416,0.792940586283796,0.0768582033334938,0.154604223584534,0.257807582877849,0.682913304466833,0.0888912627574265,0.752024596590191,0.0784706205061813,0.622703335086495,0.0813847037659841,0.672432799101484,0.0822766558061828,0.606130652043758,0.107720687345201
1.02456588229736,0.0795800540780189,0.941752255327537,0.136570106860798,0.664459171632642,0.199657558956536,0.0111423796354567,0.242300033056966,0.777663328550584,0.0778135473763902,0.711984514239525,0.0808163501428751,0.578808713449397,0.0828159610044675,0.689853709025016,0.0856953268629212,0.569187904443122,0.0910456873425422
0.972227749637371,0.0828517266118506,1.04437683348414,0.160709098086109,0.556282256360914,0.25238699425693,-0.64880655563824,0.272316958545889,0.731979571685541,0.0744768178832891,0.835692693171082,0.0736375806215545,0.686993451628651,0.0887048111067603,0.783818797831796,0.0892380464870325,0.738090613178884,0.0939586390140244
0.939732588678733,0.0799613048632177,0.893957897090801,0.129764210743379,0.396580887409011,0.212943138902528,0.219865892980037,0.231174105396649,0.605748159968246,0.0751649778211024,0.653514076953589,0.0774675753037474,0.692318071738592,0.0838353287421206,0.713105914614317,0.101820915961517,0.640914465780709,0.108931516960967
0.901324099816457,0.0769385287529469,0.888626273925639,0.126690589873835,0.796990456195459,0.0730944915621448,-0.00925120711933698,0.250797868132932,0.72037976556875,0.0801092734818833,0.631896273430348,0.0745383276656636,0.606070866520223,0.0861001303922157,0.727265733693649,0.0887611000029111,0.607266995853884,0.115642577504257
1.13221176945897,0.0925250200716132,1.10127105761693,0.161459690931926,0.719274870809721,0.163477207454634,0.211795799297536,0.276609805529451,0.816386718114166,0.086626434323229,0.76646855660968,0.0796993180088389,0.783098232324635,0.0812952703551352,0.577363656967415,0.103950435326772,0.696569608074533,0.117066369041858
0.942981177625503,0.0778802408174218,0.988836858838125,0.129216398234543,0.726322913522707,0.12088331222954,-0.260392683599905,0.246282903985648,0.736935389204698,0.0761444523452449,0.763138094423767,0.0720397460311469,0.729964507068756,0.0754532788564465,0.764586559229928,0.0973661302237539,0.662955366838932,0.107371545755317
0.889290911468915,0.0801605530467166,0.92453517014978,0.13201531794284,0.765747407749684,0.105881901561492,-0.105986355963277,0.25241620844375,0.681503669118771,0.0852697731672193,0.702028852952893,0.0784861695809126,0.591430310942001,0.0845064785231379,0.61308659700839,0.0960252795245109,0.824329855857561,0.0963079820063107
