"beta","beta_sd","omega","omega_sd","rho","rho_sd","tau1","tau1_sd","tau2","tau2_sd","tau3","tau3_sd","tau4","tau4_sd","tau5","tau5_sd","tau6","tau6_sd"
0.935149297142042,0.0988860006041844,0.75948367816239,0.150259501344805,0.438738923773275,0.29275094508582,0.273140772973416,0.316316029599578,0.387706175059513,0.126915519041931,0.420619791515472,0.111129054536493,0.607300511677973,0.100412826644424,0.50683904558948,0.114358487798839,0.711697208023017,0.124603852338862
1.0146587239222,0.120108897258719,0.870469613853821,0.178732698255361,0.196495767246257,0.294390004151574,0.259406740231743,0.321554743624804,0.526798021963038,0.125479015040402,0.655986905563541,0.10353168280592,0.641586709420581,0.112155669951357,0.646231165424832,0.127612840902151,0.565090338771547,0.157936744006407
0.923699395514137,0.107218128176764,0.791934908812046,0.159260827902425,0.102460599181401,0.229202245873836,-0.153834304803733,0.306298504882534,0.689014771785952,0.127069118603463,0.510086554991476,0.118657951549728,0.678342613914456,0.130345581252654,0.673593807106914,0.135656166098488,0.634206357851879,0.143673953514744
0.985444446683564,0.11793185877758,0.909937612229227,0.187659245132092,-0.0617007862556827,0.22085984339439,-0.414282331438315,0.36048703320327,0.726044137110562,0.120430789392309,0.770775688560005,0.11418269703136,0.615684514409104,0.134205652013999,0.803234985781638,0.122782377081211,0.756476196503893,0.156809931374762
1.04472264593592,0.104399765409767,0.883863436944271,0.165515874848208,0.377120265374976,0.251715321611383,0.141623030345919,0.269753170458552,0.713128501141887,0.108491629565727,0.463766943721524,0.0923329576064714,0.623343356303753,0.103792761066983,0.543007802827739,0.110878533715666,0.526618747480573,0.163892299405637
0.964505955939413,0.128710275859534,1.29120733775403,0.254199074918488,-0.232800252401283,0.175606708612116,-0.750238110194271,0.403075474106969,0.847474627471564,0.149828106371234,0.779226177704935,0.116835077593584,0.672320620792632,0.139889273006363,0.801424988210489,0.11710008931383,0.731784225160247,0.135469769640271
0.989664706138808,0.118139624720399,0.870355429484495,0.187984484895863,0.0295196351724847,0.219280451491006,0.00088470655770587,0.255073217488861,0.553095660379253,0.123039342451857,0.669571979281318,0.116065973833551,0.864267213017669,0.109459577353983,0.590768831279904,0.131668015479629,0.67332946418818,0.159048677372829
1.23213718042367,0.161434828026696,1.50054283045615,0.331268945202036,-0.264565306542482,0.177949891677866,0.0489070697288232,0.361807001389718,0.943539968350166,0.129853514768278,0.837545691748508,0.128662783319228,0.739190297901405,0.136596922812682,0.814338488326501,0.137200465857299,0.98684539837589,0.153973501363869
0.988489979577888,0.116624215716453,1.00346036134337,0.20792934647314,0.100908632257027,0.243800635000767,0.00493804929624633,0.32197454358721,0.771449440920418,0.129176479561419,0.663656184183249,0.111500115222633,0.622600610868973,0.123943098140068,0.634846346687012,0.140649918339265,0.635469007284831,0.148865828099904
0.99621398142021,0.13680256595414,1.13773679424202,0.240213771568144,0.00472375323196431,0.242794308359059,0.105690444768605,0.343631185452583,0.664882333105494,0.113158494618044,0.695669010225716,0.136927822623551,0.561361509240423,0.132089342915506,0.725246216247894,0.121797771343193,0.451000510633327,0.167586455550378
