"beta_error","beta_sd_avg","omega_error","omega_sd_avg","rho_error","rho_sd_avg","rho","N","n_reps","beta_free","omega_var","Tfull"
0.0647822721904104,0.284962788285954,0.0680541404157464,0.467060106409372,0.121396685495045,0.36556839471864,-0.2,40,500,1,1,3
0.0520421257531151,0.281199004325974,0.0836221454048157,0.474541713146714,0.0822844339536212,0.393130494139845,-0.1,40,500,1,1,3
0.0402471545423844,0.270316315746865,0.0172519913152386,0.447194766773051,0.12818479804905,0.415837883163568,0,40,500,1,1,3
0.0266731521934429,0.302381530340898,0.0749555242461972,0.480994090039417,0.010395135862285,0.0460465525898922,-0.9,50,500,1,1,3
0.030145166676447,0.287066876305937,0.0910588532634589,0.455981346499084,0.0153338513907859,0.0858949202980687,-0.8,50,500,1,1,3
0.0103753416753442,0.271606280949906,0.0617101032483956,0.429104863930171,0.0357483414801353,0.129785258737223,-0.7,50,500,1,1,3
0.019336690039369,0.263381504404711,0.0612782818361289,0.417637597821263,0.0376852642751294,0.162716029387166,-0.6,50,500,1,1,3
0.0155485350125686,0.257494866144573,0.0403578554289692,0.403821635955952,0.0643211953255582,0.207991702651869,-0.5,50,500,1,1,3
0.0235615114536978,0.248602561662571,0.0227277889588535,0.390716193511961,0.0790947221243035,0.24355524621569,-0.4,50,500,1,1,3
0.0362057489514102,0.250554885641504,0.0403211017974587,0.3964295722006,0.0984644967144932,0.284397731613797,-0.3,50,500,1,1,3
0.0282058409081974,0.244100105850936,0.0160788287748846,0.384908374039507,0.0935175627584779,0.316860872786799,-0.2,50,500,1,1,3
0.0362037929421573,0.244558318206719,0.060449634940775,0.403996406003372,0.111004196637913,0.347510099266919,-0.1,50,500,1,1,3
0.0315177595602443,0.242278050855234,0.0427553758555995,0.398838761156293,0.0928287399531652,0.358090273091046,0,50,500,1,1,3
0.00112820235958981,0.269454581877311,0.0428113247484601,0.412089988374146,0.00874266371516493,0.04099001062745,-0.9,60,500,1,1,3
0.0306256038791057,0.256975520725622,0.0631775962916948,0.396293373835566,0.0118164963936641,0.0763880302177816,-0.8,60,500,1,1,3
0.0160670981855281,0.243052102957258,0.0544120678846829,0.376721198311729,0.0254687262208963,0.112651650066216,-0.7,60,500,1,1,3
0.030253720207891,0.23857225304547,0.0514935061349901,0.370213293993556,0.0343526794274268,0.147694887617718,-0.6,60,500,1,1,3
0.0220305734195797,0.229623362956137,0.0133856818065451,0.348600868167345,0.060233006383115,0.185398428321494,-0.5,60,500,1,1,3
0.0249750916922597,0.228219823215363,0.0318528751669965,0.351799611324819,0.0748196935501607,0.216854298567804,-0.4,60,500,1,1,3
0.0408211944841388,0.226056789747018,0.0461489237138955,0.359598991134293,0.0792421242448133,0.256437423820959,-0.3,60,500,1,1,3
0.0180870040833037,0.219904949171422,0.0283308206519709,0.347915690075198,0.0981957634974099,0.281799902326834,-0.2,60,500,1,1,3
0.0324090203792403,0.220865323124515,0.0498264144239117,0.357222862611655,0.0896012580519384,0.314601524089692,-0.1,60,500,1,1,3
0.0355912335804543,0.215869450806848,0.0116455590331682,0.341844076304945,0.0961029327384285,0.32834241242208,0,60,500,1,1,3
-0.00136189606413274,0.247658949158737,0.0477437122228516,0.378799846565311,0.0073095081859116,0.0367118796662038,-0.9,70,500,1,1,3
0.0256895866540758,0.231688350967188,0.0210373850455572,0.343634224991251,0.0184507047163347,0.0711235822540791,-0.8,70,500,1,1,3
0.0191050959772693,0.223121718300059,0.038337196735698,0.339281225894443,0.0205751814794854,0.101423904438553,-0.7,70,500,1,1,3
0.0223705848600453,0.218900214354679,0.0392561165794751,0.335549477833655,0.0252909164037739,0.132512800456837,-0.6,70,500,1,1,3
0.0262356410515852,0.21520599152776,0.0526802055403694,0.334601705653433,0.03778711176873,0.163713492788345,-0.5,70,500,1,1,3
0.0234943850476355,0.209849453215,0.0326133129505771,0.326691842797348,0.0422634416847176,0.196067570017007,-0.4,70,500,1,1,3
0.00786903339493049,0.20434427172435,0.00638854255964596,0.313440649081796,0.0697365751664469,0.229372948589995,-0.3,70,500,1,1,3
0.0142297790192065,0.202268829146337,0.0349547902339698,0.318461874620527,0.0779252355586186,0.251527941285659,-0.2,70,500,1,1,3
0.022959604715847,0.201728641027918,0.0351943182304627,0.319621373795353,0.0738924058256386,0.281460832526686,-0.1,70,500,1,1,3
0.0256945612430602,0.199264860230654,0.025508595378075,0.3170901864363,0.0600998335229592,0.300932431575672,0,70,500,1,1,3
-0.00238862502694585,0.2293436012047,0.0517145472212585,0.349512420944897,0.00489759776896872,0.033409397177608,-0.9,80,500,1,1,3
0.0157991800367212,0.217341360671256,0.0299152955929555,0.322478747281665,0.0162765505694243,0.0652297329620443,-0.8,80,500,1,1,3
0.0191476734244169,0.210296111413875,0.036265270347418,0.315753397544914,0.0181450905565146,0.0938352411790579,-0.7,80,500,1,1,3
0.0191604678178156,0.204151028727809,0.0493449702459888,0.313584146065074,0.0236646219435108,0.122343929625264,-0.6,80,500,1,1,3
0.013107716169933,0.196504732462782,0.00801389307351556,0.293956477759376,0.038640297196634,0.152655430138064,-0.5,80,500,1,1,3
0.0182961276336816,0.195358573911665,0.0358450177713584,0.301992547590691,0.0373398428631523,0.181726048523172,-0.4,80,500,1,1,3
0.0104307261695439,0.192359390059753,0.0432014552891801,0.303229989984981,0.0639571476782616,0.214526293915966,-0.3,80,500,1,1,3
0.0118069172588447,0.188484685803134,0.0250795566976966,0.294207337859065,0.0502250077764516,0.234517040485551,-0.2,80,500,1,1,3
0.0189216833646725,0.18625153707907,0.0138404955465107,0.291080963484891,0.0723818984089842,0.261856466639831,-0.1,80,500,1,1,3
0.0165737746060869,0.184138958943764,0.0267648814362106,0.295203500989636,0.0766596958947882,0.287826484254505,0,80,500,1,1,3
0.01712664309024,0.215820274618008,0.0424414177011458,0.321496300399061,0.00532335279218198,0.0313934226076891,-0.9,90,500,1,1,3
0.0294746609334641,0.203745311465785,0.0393726083023201,0.302402350294071,0.0110233319327119,0.0591860218442704,-0.8,90,500,1,1,3
0.0208645162890639,0.194736848893359,0.0360580017189941,0.294298298269526,0.0183743264389936,0.0876388912141049,-0.7,90,500,1,1,3
0.0146634525047319,0.191170374003866,0.027279287614377,0.287291196968118,0.0182051826989922,0.113161022648884,-0.6,90,500,1,1,3
0.0232198156910945,0.185073128914016,0.02551186828644,0.280998106099802,0.0310552223278675,0.140375056472639,-0.5,90,500,1,1,3
0.00237550080933505,0.180450558403301,-0.00243637823835637,0.272012958058764,0.0380880279720661,0.167638798098108,-0.4,90,500,1,1,3
0.00930957230775628,0.178804896838125,0.0251298017822722,0.276704364787715,0.0458989096055025,0.193971129716738,-0.3,90,500,1,1,3
0.0193625144321555,0.177879714260905,0.0195164139438569,0.273558493360413,0.0478466348098728,0.220977077878623,-0.2,90,500,1,1,3
0.0126057851217578,0.174754464281707,0.0157083585935976,0.274777734163418,0.0628530497139116,0.239264971837635,-0.1,90,500,1,1,3
-0.00168058107216108,0.170035258750404,-0.00229245507307141,0.267636395573025,0.0764159193838783,0.267113890059586,0,90,500,1,1,3
0.0225872144448576,0.203825759027678,0.0186234596991479,0.295667965704012,0.00439175270676165,0.0292887311360077,-0.9,100,500,1,1,3
-0.000639277879711567,0.188525751373696,0.0130590457215533,0.27618321950169,0.0118975415416998,0.0564541780974982,-0.8,100,500,1,1,3
0.0203899629659272,0.185976017013124,0.0486829226132826,0.282494601066559,0.00939582343898891,0.081186775560679,-0.7,100,500,1,1,3
0.00537300094559224,0.178965938420298,0.0149611967346676,0.266879797461775,0.0138013774666745,0.106206334469186,-0.6,100,500,1,1,3
0.0148053386935656,0.175314116844411,0.0213550225557254,0.264906883827605,0.0296009764349729,0.133828367358148,-0.5,100,500,1,1,3
0.0112180431336619,0.172163587925411,0.015214594324214,0.260705035349894,0.0255256047426149,0.154950968585157,-0.4,100,500,1,1,3
-0.00752816084047942,0.167429309537217,0.0126485566291001,0.257203625370115,0.0365142883952537,0.181357274586722,-0.3,100,500,1,1,3
0.0258265473357224,0.167247027866205,0.0178228612885407,0.257458212251995,0.0383685229231265,0.202231128631056,-0.2,100,500,1,1,3
0.0150479132836767,0.165060283144505,0.0240790816014908,0.259096541510841,0.0555139437470347,0.228629366854377,-0.1,100,500,1,1,3
0.00638255484960599,0.163353899645973,0.0172288167341063,0.257806213806674,0.0765403557893646,0.25433875724688,0,100,500,1,1,3
0.0117965896780269,0.139993137569848,0.00478782316875157,0.198905456222015,0.00241696174009498,0.019736202739442,-0.9,200,500,1,1,3
0.00689053824449794,0.13194498558736,0.0143236276542491,0.190888424535541,0.00334835612993501,0.0373960503981339,-0.8,200,500,1,1,3
0.0197561415891503,0.127482329980597,0.0115833600235108,0.184698821859263,0.00938017209850774,0.0550173908071862,-0.7,200,500,1,1,3
-0.0031173096111588,0.122741780584834,-0.00335141008502112,0.178672470784977,0.0123082413488442,0.0719295210392978,-0.6,200,500,1,1,3
-0.00319712508966197,0.120265324911447,0.00368993450836419,0.178049780563481,0.0121461673893324,0.0880984439850638,-0.5,200,500,1,1,3
0.006540466773723,0.119071405404629,0.0145063831658193,0.179034626374708,0.011070205139817,0.104622822025512,-0.4,200,500,1,1,3
-0.00211111491180993,0.116602720396785,0.00816868107931062,0.175640538157858,0.0238416756787242,0.122903188027003,-0.3,200,500,1,1,3
0.0194942206699677,0.116046567807518,0.0129241486605141,0.176456523231982,0.0195708844718782,0.138811004175576,-0.2,200,500,1,1,3
0.000264144113980076,0.11378263715625,0.00485951599780353,0.174105204507247,0.032421873393965,0.156501676142783,-0.1,200,500,1,1,3
0.00669297824918976,0.113132773429528,0.00686625270588725,0.174482481083771,0.0324378947436735,0.172554763506043,0,200,500,1,1,3
0.0082426605797448,0.113684544982041,0.022294101438422,0.163384992962285,0.000728936912724268,0.015812991038837,-0.9,300,500,1,1,3
0.00179470088364562,0.106753366781813,0.0101279966643937,0.153836201348369,0.00451462826817631,0.0305200467164006,-0.8,300,500,1,1,3
0.0012668018392095,0.102563427230263,-0.000220845613857922,0.148095575717567,0.00519604624526177,0.0439767006158619,-0.7,300,500,1,1,3
0.000904485646844274,0.100141122230352,0.0119123722119984,0.146986939322553,0.00724280911816091,0.0575822468596928,-0.6,300,500,1,1,3
-0.000447747680820504,0.0978622606964877,0.00700231225921788,0.144615714467973,0.0115171349394386,0.0713867068290129,-0.5,300,500,1,1,3
0.00160027713851647,0.0959524720332038,0.000908748134808299,0.142490824195539,0.00953685780187306,0.0839187476578267,-0.4,300,500,1,1,3
0.00730280525702471,0.0951336738805925,0.0125372388828969,0.143030105858979,0.0131696121557353,0.0982295627171006,-0.3,300,500,1,1,3
0.00660235946149548,0.0936465303969479,0.00466754123099497,0.14162977517751,0.0109367009651149,0.11130622416606,-0.2,300,500,1,1,3
0.00669452901778994,0.0928865593387806,0.00987367829961382,0.141872590252212,0.0116653220882636,0.12442118594522,-0.1,300,500,1,1,3
0.00691312657012836,0.0916006432566097,0.00845139989179752,0.141144697218519,0.0265946828123539,0.13888664430683,0,300,500,1,1,3
0.00181411099174544,0.0976973860487365,0.00829641531808789,0.138765992575463,0.00066293940864185,0.0136078844762215,-0.9,400,500,1,1,3
-0.00202424433455387,0.0917033655772161,0.00245472322290907,0.13130151965885,0.00393561681349784,0.026218662358007,-0.8,400,500,1,1,3
0.00224633294470996,0.088699295213693,0.00265264688250902,0.127771949884643,0.00171664036675011,0.0375858675721031,-0.7,400,500,1,1,3
0.00506108271011685,0.0866632181174088,0.00704641380747439,0.12648352748241,-0.00113556909404538,0.0487738597056131,-0.6,400,500,1,1,3
0.0124304936666928,0.0851239732998811,0.0205526759328482,0.126855448944782,0.00351462207196791,0.0608703189399169,-0.5,400,500,1,1,3
0.000255127293104904,0.0831365571490969,0.00584720139208616,0.123416622504332,0.0110492504206091,0.0728965369421221,-0.4,400,500,1,1,3
0.00299748715045463,0.082003724543448,0.00789444651912693,0.123304741446923,0.00989520372725342,0.0842421878086364,-0.3,400,500,1,1,3
0.00258614715000563,0.0809553557363484,0.00681823200421822,0.12215522674655,0.010859179323335,0.0955467638970955,-0.2,400,500,1,1,3
0.00301351453566276,0.079788152881735,0.00508764166502094,0.121805916425764,0.0183335045744119,0.108035673344849,-0.1,400,500,1,1,3
-0.00101606110673577,0.0791990172094276,0.00287085558121744,0.121296727800779,0.0165287289533165,0.120160721946139,0,400,500,1,1,3
0.00406481729404704,0.0872268114550261,0.00758681247683677,0.123190647210798,0.000903175760065291,0.0121218297948917,-0.9,500,500,1,1,3
-0.000919516080904898,0.081885125987588,-0.000587973253176532,0.116494012146444,0.000925821133455308,0.0229721765190649,-0.8,500,500,1,1,3
0.00563783989164389,0.0794228529124236,0.00710946558556769,0.114827248315049,0.00164974968216412,0.0335853409020027,-0.7,500,500,1,1,3
0.00365662320200398,0.0773125793953673,0.00801164915852743,0.113109750536885,0.00270786334095412,0.043878360496916,-0.6,500,500,1,1,3
-0.000495573287733416,0.0753275161485067,0.0015368378556026,0.110895931027663,0.00853004716231319,0.0545586690726297,-0.5,500,500,1,1,3
-0.000933561643280379,0.0741780108208467,0.00593933015248097,0.110146378945748,0.00711991443384483,0.064474996462472,-0.4,500,500,1,1,3
-6.19343884230634e-05,0.0729764807356848,0.00569502186671558,0.109344434343746,0.00622920408290308,0.0743802012108105,-0.3,500,500,1,1,3
0.0103122378610376,0.0723267585841884,0.0067937784035972,0.109025438562905,0.00787239277637037,0.0850212597304195,-0.2,500,500,1,1,3
0.00222672052169937,0.071430119776552,0.00916292980905082,0.109145252861954,0.0123921470448395,0.0960491549815098,-0.1,500,500,1,1,3
-0.00365996026268638,0.0704058497158511,0.000241163477072099,0.107565725581537,0.0106842849437755,0.105385268721523,0,500,500,1,1,3
0.00422689423220214,0.0612526044420276,-0.00172591688658596,0.0855792428637337,0.000282713309881822,0.0084618062636322,-0.9,1000,500,1,1,3
-0.000559212223558875,0.0577466754646941,-0.00146461362152372,0.0818036416096672,0.00159839615011303,0.0161472990384796,-0.8,1000,500,1,1,3
-0.00259552816064134,0.0555964501576414,0.00129810700001939,0.0800466895376187,0.000614599170777453,0.0234427531553757,-0.7,1000,500,1,1,3
0.00252497668357362,0.0543055881346202,0.00179629369383977,0.0790527160254098,0.00329269525507114,0.0310298270925256,-0.6,1000,500,1,1,3
-0.000587717082040351,0.0530485789269473,0.00118731414765196,0.0779030290717101,0.00317086251588403,0.0380452743334285,-0.5,1000,500,1,1,3
0.00148504708494889,0.0521122596082124,2.7527769545991e-05,0.0769800058767451,0.00443815904624373,0.0451270566462374,-0.4,1000,500,1,1,3
0.000989383171913529,0.0513529822594829,-0.00308272837046938,0.0762725319001076,0.00665078071248169,0.0524029865004266,-0.3,1000,500,1,1,3
-0.00180191313889291,0.0507359194822375,-0.00213823326129733,0.0759647121602535,0.00363218541812379,0.0592536627818106,-0.2,1000,500,1,1,3
0.00185152452239999,0.0502355224696184,0.00700414945585604,0.0764565104915405,0.00834564186836136,0.066643347955794,-0.1,1000,500,1,1,3
-0.000309165651159288,0.0497485047516634,0.00468998628404778,0.075937375044793,0.00259481989478049,0.0734326575526286,0,1000,500,1,1,3
