"beta","beta_sd","omega","omega_sd","rho","rho_sd","conv_code","tau1","tau1_sd","tau2","tau2_sd","tau3","tau3_sd","tau4","tau4_sd","tau5","tau5_sd","tau6","tau6_sd"
1.2835732224201,0.815658271517072,22.5498861883431,15.5471044134569,-0.94936843614994,0.035707344891429,1,0.15494517528299,1.16639440255619,1.04846934435286,0.437763978781252,0.686900025918651,0.457816331170739,0.973245461196906,0.412287081458241,1.06357515687564,0.393960131679126,0.686698291894281,0.457992608086203
1.89545861322487,0.641280976808717,12.2090434850308,6.65984426790101,-0.862852366690396,0.0696073429930872,1,-1.02327119794541,0.572962627142769,0.970348472390879,0.231632355232869,0.799491268709184,0.275074080069577,0.412894222592105,0.410251082564708,0.0307658752784079,0.480052747284092,0.607510089176552,0.418454377977729
1.89971924052496,0.987642781367692,18.6705466945215,14.2166889928645,-0.852568586977405,0.112883303955075,1,-0.147374892043758,0.928705020638807,0.85057639527932,0.444566025218712,1.15732958100714,0.360576536416996,0.665532401435435,0.463871158466511,0.228602878244788,0.559753757886475,-0.175471870713364,0.690707922006039
1.03572663585679,0.518598922367217,10.0856421294656,5.04977775195112,-0.878790772135343,0.0600610908367978,1,-0.326062870646968,0.529941442675521,0.209131916205143,0.34503768403973,0.671269275296064,0.316118240050212,0.811452389411843,0.292987009734336,0.0219387532833756,0.375924330686419,0.814747187512986,0.283979717769584
2.14105664461012,0.82072764073282,9.81608395576955,5.66096273239001,-0.877334907788662,0.0649376336142919,1,0.658165972887212,0.814140935885558,0.471418737724663,0.325611481048797,0.700847916655847,0.342791322749556,0.448067487984363,0.353532970004787,0.273396307094957,0.405461958883052,0.642679679308288,0.2819618333467
5.21995575291937,2.64259315133949,110.274254303962,101.997723571172,-0.986344278068877,0.0145827222576535,1,0.554591204531771,1.76660424924318,1.48937681810199,0.554363458600403,1.80911263408979,0.475519559918993,1.82995861315814,0.544923727926308,1.80026796371638,0.515268519108161,1.87463562360743,0.460957652731575
1.35919282154377,0.788432869212657,22.8836761967996,12.7518910594566,-0.86217907260329,0.0945233722538601,1,-0.539556194083037,0.855097888974154,0.70638275600333,0.345934750792808,0.629126344672914,0.306000267936781,0.406050816739617,0.407112632688851,0.781507173559837,0.347643095703621,0.502374290783033,0.430243666102168
1.76230107231325,0.860557156903974,24.6491964118495,16.6405501135044,-0.938709749906713,0.0458144522181686,1,-1.17848720340134,0.961011952714341,1.2544164331766,0.334617968566705,1.06666535213477,0.354011130962806,1.03445053353202,0.409717726129178,1.16320989691853,0.39166517838515,0.0673580454780301,0.536290025182449
1.1910168843843,0.581866489430723,12.7392099441715,6.28673348425709,-0.880728845013231,0.0637654997187824,1,-0.0779395973321518,0.772517179119948,0.677499558132184,0.261844436988428,0.921437464990513,0.338057774248387,0.525606550648686,0.301018309110488,1.0654320798109,0.320327657026933,0.808945807942088,0.416478560859858
2.89840516684471,1.09033444784354,16.9809340108046,11.5036359622415,-0.905725280389589,0.0585555904354518,1,0.371033060394495,1.09986386048096,0.812284634204367,0.421329612102805,0.775038709346551,0.433534538351877,0.368001921506391,0.454267849217535,0.790413529374945,0.353233311641828,1.01585531057044,0.378471137544384
