"beta","beta_sd","omega","omega_sd","rho","rho_sd","conv_code","tau1","tau1_sd","tau2","tau2_sd","tau3","tau3_sd","tau4","tau4_sd","tau5","tau5_sd","tau6","tau6_sd"
3.96185819699131,0.178372188939051,0.0651699847030891,0.0320344248759135,0.281590564969116,0.109852837693385,1,0.114820233340517,0.260081669612401,0.669785691797711,0.144573555276968,0.699091698918346,0.097688493269175,0.818872469401929,0.0781879033789816,0.737782895897103,0.0827410474753529,0.745245656755163,0.0743336944014504
4.08322628490113,0.185030790254991,0.0851257394931538,0.0339231647214614,0.336010819957742,0.116108055845345,1,0.0830261230162761,0.254899638995332,0.692254924119535,0.144482241756425,0.758285056728187,0.0967686049498771,0.838200025572984,0.0815340900891321,0.792694756535401,0.0803202502062693,0.675729932068453,0.0877638289563132
3.92992068325339,0.194600979093478,0.079638552081182,0.0437102106199963,0.375374254399121,0.123487690938809,1,0.217322271291733,0.306557660747751,0.661471826737602,0.170684543098264,0.534788068658099,0.13475317868557,0.806834616805099,0.085137757117759,0.692869259027687,0.0791548692296169,0.716223273098713,0.0794520715133716
4.24731196410281,0.21935547312875,0.157478689197583,0.0478396899122123,0.180816694721112,0.161608411125756,1,0.105452294661766,0.368483783436057,0.810935213084249,0.171562297117601,0.756296186238896,0.102103191735421,0.81940364701666,0.0913008482476741,0.75317198109333,0.0825325854710839,0.878911400284817,0.0792470986628536
3.91711988247129,0.178863704290568,0.0384400154063642,0.0363557068496578,0.390720578587637,0.0878650925504209,1,-0.310192562329917,0.24487499852736,0.879206920853598,0.125758429048638,0.762459610195369,0.097860093151039,0.583019044506373,0.0846164137317686,0.775452527378753,0.0781061984057212,0.686154790296138,0.0769995344122369
3.76364958293777,0.164187608113725,0.0485987222527328,0.0314537195206835,0.294537910052156,0.1078428924037,1,-0.1271757067598,0.374484542244969,0.571127658766732,0.216086916703956,0.79155610006775,0.111650314913005,0.621722550953565,0.0923745688063518,0.786447625781879,0.0739167994204409,0.660397605427115,0.0772739882879953
3.63011542764963,0.144602999726168,0.0282657984318385,0.032219769000975,0.357310561689458,0.10810399682017,1,-0.131530469682958,0.24738857502814,0.78168032236185,0.132536123864039,0.566158978256326,0.124234309978191,0.663189216676351,0.0916168053623286,0.676295927229001,0.0704761623952036,0.721459989169781,0.0672802201721066
3.86795795151299,0.170472754814695,0.118380298535401,0.03942445980895,0.171480442546962,0.13541817452612,1,-0.131358632432651,0.237756819775926,0.717806004493832,0.141484893978173,0.761252822337586,0.0998528690835958,0.652537235057612,0.0904908442927481,0.801413997244176,0.0768941751344774,0.751382610238351,0.0798128772553217
3.5548880390136,0.169272960152208,0.0798549251774035,0.0344634378082076,0.207629050711408,0.130602342101565,1,0.0917280781982248,0.259658935374353,0.592816303166877,0.151521818869289,0.567468117800577,0.110221796349296,0.557590464530583,0.0940689917607767,0.788437702805398,0.0770073733925477,0.569580432704648,0.0820383715953488
3.90347061269575,0.177801734882006,0.0587765368700098,0.0350855207901305,0.270207223675032,0.119384673093161,1,0.0887499730768149,0.239484091098256,0.619106710816202,0.134937880543417,0.766458605480258,0.109166699287169,0.686360958835675,0.0798365128361138,0.823720726277462,0.0744139015466344,0.706839751630305,0.0824567902873257
3.83175562626462,0.183254624751426,0.0151056210125994,0.0332412762110041,0.41734581147046,0.0990406127239691,3,-0.0661638344550125,0.28110029766551,0.777195209137728,0.146241473316602,0.719245147277177,0.109301519992699,0.744555316720321,0.0857700862675245,0.536929420831172,0.0940875242027802,0.706544075051603,0.0792124110472239
3.93990892933499,0.189383351245562,0.081480985605347,0.0377805281552434,0.280909823488557,0.135750502204489,1,0.234822721388829,0.449266734286857,0.690103105993932,0.226295501037665,0.646982423021225,0.108913845912179,0.797368816954814,0.0832397783536509,0.661706501548663,0.0817165788562835,0.720263084041798,0.0789507292417074
3.62718979577576,0.171241116037606,0.0337285248260389,0.030888071401352,0.312905844112276,0.0999920084973201,1,0.252992107051506,0.221119938676673,0.592569519134597,0.14859889976084,0.570572462769327,0.114204357440018,0.60173018626539,0.08449100663549,0.69759151827875,0.076447079573721,0.588363723859434,0.081618016913505
4.0858138070356,0.191282170659366,0.0573577986939907,0.0472388761155369,0.459085606732669,0.11506620739859,1,0.285211144197008,0.386587534827008,0.599985390922758,0.218891700182305,0.884424537983555,0.0922154751551896,0.699031011464525,0.0834977812686974,0.818313374592287,0.0772308184263505,0.730861236789667,0.0738661929096096
4.08733577135734,0.182800489923479,0.0521874904757113,0.0337996796188462,0.322435411043877,0.134562817304743,1,0.318080552671678,0.231799073491758,0.41427157564556,0.189362081802374,0.853520582190397,0.119051810782551,0.724154063600824,0.0874048384713029,0.912248468342084,0.0730021287961298,0.595909867150282,0.0821970303061996
4.39277378528651,0.207369473254264,0.110394338187525,0.0412795042658777,0.411217480639147,0.0956133462633707,1,0.356450612499916,0.265826983708555,0.702780093475247,0.1339473139657,0.839907939452884,0.0888517208601272,0.679509895870747,0.0921987041084033,0.875608345529359,0.0729899158923319,0.954288808570776,0.0760650876506878
4.03705067146093,0.197865488695351,0.0610955034994417,0.0300383317954526,0.231662753910215,0.137344073484686,1,0.470243858972034,0.273091419817796,0.44635847185717,0.175515151181151,0.712727271558213,0.113516066256766,0.866347209141969,0.0877929262353538,0.728055945264065,0.0891393431032818,0.694909016048745,0.0783986640775565
3.77129150729191,0.172619326921377,0.0709314303294736,0.028074443385433,0.127639755140205,0.157941726255971,1,0.10109247870439,0.243481987719733,0.66133678060832,0.148961362272342,0.719188839256444,0.11332376476315,0.695166152912504,0.0952144538940612,0.572696089114438,0.0949651634552532,0.675746142195955,0.07363646333485
3.81524895215023,0.165984735636707,0.0733542789692413,0.0334826593695694,0.115733356503019,0.139348537113141,1,0.350424607853404,0.245511954221246,0.44694794448499,0.159503498624413,0.755947528159451,0.0980622453476286,0.664282487620166,0.0920451255671267,0.676929634621526,0.0822686614525463,0.669598497083538,0.0786624933702351
3.74595190737855,0.140808190919275,0.0119964643936852,0.0360652814394791,0.403801490601837,0.096753741357103,3,0.116428493091087,0.23919014872256,0.747214279394678,0.12862443828015,0.613365256909987,0.100804338867909,0.544743094419443,0.0887076421461749,0.791873258858443,0.0671877419917412,0.554657255064695,0.0818576239268475
3.50980183057211,0.1400794604363,0.0261539354478219,0.0292591432485638,0.404616581855168,0.0930495624628408,1,-0.333079028796149,0.218886474368212,0.890716580035407,0.117502752919216,0.382009197564157,0.121805178490945,0.648986014584561,0.0920404907757335,0.601113707008206,0.0793161926184791,0.67536883471423,0.0713384756227476
3.57113947345531,0.152467547795239,0.0116701588281926,0.0241548631650367,0.26850108958569,0.108865409544305,3,0.023472701878935,0.278723072082271,0.61354463795845,0.160065115734466,0.639494275679984,0.105441707663715,0.560376397576317,0.0969084410410607,0.80648761727533,0.0727899949613456,0.497987912193846,0.0841707269456176
3.62438497557635,0.169301440309973,0.0384424772583725,0.0330476731219506,0.348202964459367,0.107045342072104,1,-0.229622537960911,0.285750930271692,0.764947508535145,0.145346800593238,0.597066767752725,0.121918870629531,0.684117352576306,0.0904839880406683,0.595560831043525,0.0824531681902422,0.716920852127341,0.0795015264469117
3.81499248085779,0.177245025311188,0.0146536208169934,0.0296547460118421,0.292221396942409,0.124987375757321,3,-0.0113711530437021,0.30138339535928,0.692208398296841,0.15677769133262,0.6503107499243,0.114360711797078,0.669454576834633,0.100965350417485,0.70563671582365,0.0796234873762878,0.745957059774535,0.0756280315601755
3.72547017143679,0.157158025257417,0.0750576290521719,0.0358469492925458,0.277442251357137,0.11324718824295,1,-0.214110180584486,0.248200746672327,0.791683099219244,0.135733693521197,0.719793305761673,0.101176696738932,0.511066535395821,0.0950191563835706,0.751066842472781,0.0754463926880652,0.745663034513759,0.0731665419553447
