"beta1","beta1_sd","beta2","beta2_sd","omega_b1","omega_b1_sd","omega_b2","omega_b2_sd","omega_cov","omega_cov_sd","rho","rho_sd","conv_code","omega_cor","tau1","tau1_sd","tau2","tau2_sd","tau3","tau3_sd","tau4","tau4_sd","tau5","tau5_sd","tau6","tau6_sd"
1.00589575144628,0.145878572620161,1.07154574178778,0.171665343890397,0.26110277829352,0.0800336470320031,0.21363298708474,0.245726071760575,0.152469965047459,0.101703467366559,-0.88324204181483,0.0304683887346938,1,0.645571571914691,-0.35931021712018,0.460187002000708,0.929661233764061,0.133814250425671,0.68070305226627,0.170087480849184,0.822904583513218,0.146235061711237,0.652858889502179,0.207013628465783,0.701621628657274,0.234579237996848
0.914046518625551,0.141455169203092,0.857795067557143,0.186418430386603,0.2635525935415,0.0944644010042106,0.309427907199289,0.312047749674961,0.220077777063743,0.118372647096318,-0.868436169493867,0.034621261074045,1,0.770659974134691,0.334072299672741,0.402123088741096,0.453231011221912,0.175787630458471,0.6184089045191,0.158393576962726,0.526421944004501,0.17944651368158,0.552471800442202,0.180194652025357,0.91747335771232,0.213951533518884
1.31449421153422,0.204017227528507,1.06050207995007,0.189194858926472,0.30503395082116,0.0899812251607984,0.109784184167977,0.111420864020972,0.182997003868894,0.104479116081895,-0.928167870302864,0.0231092941129531,1,0.999999999858994,0.776062273487874,0.455286954279445,0.488414286387123,0.191738030579648,0.793239665918945,0.159845893207942,0.655560417737748,0.156799949602085,0.9861592188244,0.191502306423429,0.505269419086887,0.235647111932511
1.05511184100007,0.16707632273884,0.681174394810844,0.196023156676043,0.292130446368477,0.08931361143928,0.431177343081762,0.313792266981683,0.354908480735491,0.152877255642176,-0.931136212950468,0.0184376334112602,1,0.999999999998118,-0.0324922135603124,0.414118470872133,1.01273326803794,0.154385176702133,0.595129390017355,0.173842054854374,0.902103805166813,0.163620829645601,0.467044651267077,0.215258527233527,0.974608027512104,0.202823472195479
1.2591243409226,0.178525356876188,1.11590159245502,0.171370646153883,0.283624290848541,0.0924706291732549,0.0485858811778407,0.0827134064376347,0.117388824395838,0.107527847939876,-0.903837455305782,0.0307979909056626,1,0.999999999953564,0.701330014641579,0.430111737359369,0.741354479359538,0.180348574383886,0.596482334275907,0.175461453750326,0.910260262389718,0.16475527860094,0.718785106284318,0.164453470922413,0.966062256580381,0.207979961503266
1.22237603291673,0.156260759290656,1.0603617966442,0.192065397618526,0.210437780032157,0.0602064194214122,0.27467526295867,0.183837873454409,0.240420574338236,0.100948049537457,-0.918048982362441,0.0219480811135622,1,0.999999999985775,0.833825823598873,0.349411003545075,0.629783766781017,0.181938636531435,0.745295001726848,0.153767603292443,0.639876753268932,0.173954957360393,0.954135716061578,0.167213101842604,0.718971279907046,0.184687382139734
0.843369976266512,0.141676263874237,1.04740885023809,0.181725956208869,0.279962548940758,0.0834913761286237,0.216215889643228,0.223787694294225,0.246033232422485,0.147758427583113,-0.860181460251804,0.0380034555545384,1,0.999999998928214,-0.087411212479719,0.415047302103591,0.514661541777762,0.16034203421698,0.498523563083893,0.151931069486,0.722840037173204,0.143845792562603,0.389589317720534,0.197423976710214,0.953028628377878,0.229597803173887
0.96581173700455,0.14355096942637,1.14049000268498,0.1987961432344,0.253081998566686,0.0769486622108112,0.481325689910847,0.454682280246236,0.178254398089583,0.123802344355715,-0.926190564208331,0.0178081893684586,1,0.510728514165281,-0.471628286373431,0.401291208241003,0.968424255278195,0.118856359456068,0.71335857793568,0.146217548195063,0.83759387225866,0.162956229257723,0.585030032130542,0.209306252095076,0.807873066215237,0.222042824457692
0.803034997770877,0.130959163873939,0.812997629386686,0.183617103966503,0.184887320472544,0.0580873309486482,0.171232379924451,0.163734184756198,0.177928906873136,0.100256761201976,-0.869114833017241,0.0361663157082017,1,0.999999999979481,-0.195459167294295,0.375121174882994,0.629176136301414,0.160591833014278,0.636796971884279,0.149164414760969,0.574639486131248,0.173737465045844,0.687383250902474,0.197003653016959,0.686204196558234,0.222599551664322
1.02262211752553,0.156596764001893,1.02245763390046,0.17361917804937,0.236719216685213,0.0774645202459664,0.204717670268505,0.245973416026692,0.134396391456349,0.0997901720088811,-0.900100407101647,0.0304657867220012,1,0.610510566931602,0.213872233076306,0.252654271747737,0.697297567365952,0.166369987991003,0.670131553775221,0.173214180139757,0.719146415549078,0.169774114496684,0.717880572979165,0.200441861725392,0.824811210595572,0.216016637617514
0.940618065110028,0.168057790247951,0.927521746974585,0.193410291075009,0.303405016799443,0.0930553419096199,0.155847492003477,0.15442601636489,0.217450939132066,0.125263978881985,-0.891592553390801,0.0301234639185345,1,0.999999999999487,0.00843537810934184,0.362098094405653,0.582982260358595,0.191946295174306,0.641312971855756,0.149376665892691,0.589083948602725,0.181270920313719,0.614474439677264,0.198535201116071,0.647940423470685,0.246240646725924
0.938239306933995,0.162844197025499,0.719304326642925,0.155087714236575,0.27845760017411,0.090139899081961,0.0685207657350101,0.107979968845893,0.138130836487138,0.113830414068771,-0.860511201381534,0.0412949417790858,1,0.999999999999298,0.225812642140491,0.463628222427626,0.533111188931745,0.175710787481811,0.677144425513775,0.163830206002083,0.721621942543498,0.154184217700767,0.688614978400888,0.205163390107307,0.240607648945067,0.308391456419621
1.27479599380763,0.162946267095489,1.2768575198834,0.245870795040149,0.313240256044632,0.0942840304844556,1.2485782165427,0.677388143539383,0.582151712728557,0.21043055881747,-0.916050394868353,0.0227087420165446,1,0.930871036132918,0.319339680555127,0.4115511195412,0.975158025807406,0.160375076001142,0.861718004928652,0.166024933184929,0.87630315516024,0.176348194165548,0.868151805075747,0.16980049834604,1.12165437637878,0.171002823360025
0.8665729973277,0.124699381063127,0.838751624326762,0.167431606925815,0.176402463211621,0.0545258679532284,0.177195250030048,0.17815010349301,0.0740377237013092,0.0713101533189757,-0.892547349890888,0.0277478855123222,1,0.418769166297329,-0.0932169489608278,0.304499715888465,0.68870263204533,0.15222778563331,0.61377868049354,0.170793027812874,0.578791167098581,0.169335539282324,0.633913093952734,0.167792177151653,0.52026505630787,0.249322742525466
0.888976305751951,0.131013068558895,0.993732029354046,0.205402186965168,0.182168362061705,0.0536733746608672,0.383513303811639,0.296487247680115,0.187607913623459,0.0836328300748762,-0.863848493502108,0.0361987153710722,1,0.709781147761497,-0.304230459799574,0.360146088742878,0.680974981013042,0.185992848006599,0.892048967511758,0.146176234239439,0.689970259610583,0.160758830096931,0.485697072943324,0.213209569606447,0.63908862760423,0.213424409141533
1.19663377428865,0.163170734489015,0.793221302849243,0.216563566245849,0.335661770219798,0.101873501516831,0.365557819527455,0.365499621078188,0.332131219844682,0.149502073016344,-0.916432009655261,0.0241636339471559,1,0.948158016209919,0.0512496874119373,0.367858259648668,0.703870729322834,0.179733566238639,0.860718254570239,0.151707766948499,0.842375723401417,0.194087587583536,0.865358827231415,0.178203279671439,0.804553773596173,0.231577908795821
1.03468030379571,0.143643094972841,0.972119849633335,0.186186180295672,0.202310229579153,0.0494301734038135,0.436269570583428,0.256389817484031,0.297088870512842,0.101820078233856,-0.859291293956202,0.0396238017062522,1,0.999999999996967,-0.0913821722816833,0.376910421932584,0.804499108695882,0.160018590834074,0.608434424872373,0.159694437160722,0.703354170985362,0.152168681140522,0.51820131515466,0.191720094030466,0.558712184284934,0.213917566812414
1.04493801194132,0.145854009859641,0.994173347107576,0.243138532515101,0.280989308930305,0.0848642974014691,0.870541690625002,0.476019658814637,0.463211602881741,0.187971266022258,-0.92902509484287,0.0188136425627223,1,0.936568925185857,-0.111418534463276,0.335299419050176,0.881529710173506,0.135169942708117,0.616521439063003,0.163992954664566,0.732435279688346,0.182277791737331,0.92912349591428,0.191694637630636,0.72072493998983,0.282159996290801
1.20628416523854,0.158895562601234,1.29222854887457,0.197282802669657,0.35808412047555,0.108912730522714,0.300095888448899,0.234971707648173,0.327810268712783,0.153558953387453,-0.904413121524885,0.0277771789268701,1,0.999999999999974,-0.280681656358439,0.379133384823732,0.978383061010688,0.154163640864577,0.707756473708304,0.170328884138474,0.808876413562374,0.16985105948091,0.774169534963473,0.192932013751008,0.199630950170726,0.271223622298495
0.932957725964903,0.145470018310018,0.88152927825631,0.188500810430352,0.219527807757559,0.0675628449135292,0.242444464841683,0.214411359948701,0.230701759565411,0.120998041371041,-0.895637073446151,0.0300494538939754,1,0.999999999971136,0.19814710591564,0.376510948461804,0.56916547008735,0.176408270534819,0.473117521441582,0.179116177240693,0.597090890618733,0.175019815925202,0.710582069850212,0.185148388960882,0.852785510526071,0.182827191992544
0.941088474600522,0.13677990726447,0.912828009428158,0.16103402252543,0.200079334011783,0.0553318551538002,0.0996975676126917,0.0579181601618456,0.141235345895428,0.0548902315199433,-0.854067054707089,0.0364480355628794,1,0.999999999991454,0.109068078468636,0.355583244090385,0.613858568346044,0.166761869949482,0.61641634970679,0.147305776351524,0.613805163903514,0.159326520245784,0.476129729249037,0.198720457266209,1.01601372674877,0.194439003314568
0.842771360539913,0.13349466020116,0.844268076769755,0.195485848098338,0.198012264252138,0.065202894688716,0.537556394534336,0.341009219843639,0.32625566484026,0.137943624813597,-0.823153518270144,0.0532896200347689,1,0.999999999978394,0.0354695381115084,0.333514354710075,0.615971932720646,0.151618130778431,0.547209103022753,0.174915881106035,0.210365547909098,0.199947681131409,0.589284585100183,0.206987820752029,0.425239198956312,0.240197892233684
0.879900883966497,0.143636390026767,0.825245267588337,0.224221748931992,0.349773513827263,0.123097593655545,0.386622086129216,0.433295847241222,0.342607673669468,0.189990354061331,-0.920386434075062,0.0210670699193793,1,0.931666105853271,-0.243740111572976,0.435499296883334,0.920758016351693,0.165611349416266,0.537836001329316,0.18506336243276,0.563051946949807,0.209618711722559,0.679672462923444,0.170964069732316,0.931430846167577,0.212441350020674
0.840429505633258,0.113462111473417,0.797179923137717,0.161309177641275,0.226962751878245,0.0617092537971501,0.0141488047387229,0.0407302667343492,0.0566679067840541,0.082440035050134,-0.861223400370925,0.0322891922277676,1,0.999999999999649,-0.316802268581657,0.415589924506307,0.630857285976493,0.155190615209239,0.806975231939374,0.134853812230619,0.629661871216401,0.144510600025996,0.500462980200515,0.176605300668307,0.334177200885195,0.250380853352776
0.924130264119852,0.152519947181783,0.91292166802761,0.154976051296405,0.333521005898331,NA,3.02999822915876e-06,0.010150806285619,0.000723996148738721,0.109499144118106,-0.902999334089484,0.0268736637931304,1,0.720200589769622,-0.510488422275431,0.424398682258969,0.796284217549757,0.175594549227068,0.796355693326404,0.156403821962303,0.879317277659737,0.120596144159123,0.637699211289302,0.139851376539838,0.788612304165774,0.226648075726067
1.07079588595004,0.125753929196545,1.10758198200827,0.207733567151152,0.222043046526597,0.075874538621187,0.365520706427806,0.267518985363843,0.284888278025335,0.129813202337221,-0.9402122071639,0.0155980373926248,1,0.999999998351779,-0.242797825221368,0.301694814437143,1.072800493043,0.126642675270501,0.473572528684977,0.166397217377902,0.926354710697327,0.189931677494614,0.813527489684999,0.191487737926994,0.692586296441031,0.260171812247238
1.48218843326883,0.252718538319531,1.11899471357029,0.296575801420557,0.518126933875064,0.205950014320131,0.855037644420272,0.651087173368145,0.528324339448748,0.271888474093127,-0.950343305050585,0.0185060854444925,1,0.793761291743869,0.342177261211317,0.437542558390624,0.914389182913934,0.22331668703133,1.08780776746426,0.20388007880017,0.96796289090951,0.222771073522311,0.920442442213206,0.224664892716178,1.28595165925116,0.239281053212489
1.27468423169042,0.174086655791844,1.23945558843271,0.239549354069402,0.368505024984495,0.111063343625232,0.315134254353857,0.236346219313216,0.340776402167361,0.161530923193945,-0.918730778374516,0.0199625423825052,1,0.999999999999969,0.269653444924876,0.478877471246277,0.821297409122989,0.18040743599524,0.740900080829536,0.146676275359797,0.792681474147262,0.169706376985691,0.804288969027194,0.175990269972851,0.765333782318792,0.25209352381149
0.996522268681216,0.146224593266187,0.968905407290827,0.192209245870564,0.264882500959348,0.0839814158145217,0.310654547577113,0.247636007115576,0.286857026147044,0.144255729282338,-0.883472841692748,0.0314718927009114,1,0.999999999716269,0.232160874330237,0.334793456725799,0.626982441325398,0.151833100290657,0.774645257694185,0.161133070019072,0.605976515669607,0.198488348830596,0.522739674122598,0.206251271836845,0.403353567569249,0.22622743729499
0.808344884741857,0.138943624653628,0.789061816259633,0.17088951570186,0.178928213034464,0.0574860943419714,0.137672376621593,0.192659424761003,0.0416322807714047,0.0891160850726769,-0.867992630918959,0.0370803740708698,1,0.265257325621385,-0.426320003390557,0.30874230552512,0.685158133938111,0.175316263268954,0.735636383218629,0.156542643591123,0.607349073711886,0.166698498150671,0.609939790849678,0.190223223857117,0.473577400438121,0.253359674632466
0.928264483866623,0.170266740070834,1.07120262721218,0.253117533603976,0.360933474646545,0.137900078645199,0.81290989523036,0.528404004304928,0.430729752891553,0.240368736571304,-0.935287041732743,0.0253441534846272,1,0.795188490848689,-0.47553493846577,0.455419499602154,0.600492440202356,0.226981755799685,0.982220447091232,0.212828445956445,0.861771447537514,0.184743656835852,1.01780881054231,0.253786916079688,0.502852534714579,0.321220998868848
1.12950074292223,0.196977229573605,1.0739163564209,0.19485425430365,0.26586382572044,0.102710028192928,0.158696767304892,0.195249103223608,0.205406255223006,0.15171130501211,-0.918768667794287,0.0248229488241288,1,0.999999999995186,0.279233430866401,0.448876600112803,0.845963159387147,0.157756738308269,0.535523342426505,0.187293780906714,0.992293737637349,0.17960653236405,0.816009759599781,0.213869832002373,0.373205866006501,0.284942962592008
0.964575802420378,0.155757304781564,0.758412610105527,0.212307728823397,0.260481237994635,0.0824637712975913,0.211907942943205,0.192099402830395,0.234942638358164,0.128653741271143,-0.891978349485388,0.0304993686677838,1,0.999999999999572,-0.171007005327666,0.363201910928237,0.63205683805716,0.190650196600248,0.826074266092891,0.165697550656159,0.608746142551616,0.182581321129592,0.547859404049116,0.156682751064432,0.602592614928758,0.241859974296628
1.10292994309558,0.16214448498432,0.820385535229099,0.212971100150793,0.236663746298695,0.0863188039956894,0.309157530331665,0.243158719523162,0.27049284523762,0.139252395668436,-0.908115936694597,0.027392955264802,1,0.999999999999992,-0.183468976006932,0.369782712081267,0.911245398132432,0.166956418101054,0.771910035062346,0.174481256708851,0.53653163231236,0.189084955009269,0.942842598575169,0.199012204303051,0.741429280778672,0.247776267845309
1.1841239730058,0.18296147208332,1.28568589673552,0.23786295677309,0.309309266219097,0.0998899787301284,0.32132412301429,0.23388057933877,0.315259462519437,0.138046685704682,-0.889814406198919,0.0356085661457842,1,0.999999999999995,0.479360568252088,0.418848949970052,0.733364613356135,0.18098303269335,0.680904931883277,0.18645536127496,0.811452758876645,0.145231884095347,0.837249991899108,0.213904933786964,0.621350256823994,0.270162669064389
1.04062576704713,0.153186865048392,0.92531369963071,0.186666647351767,0.239733696822705,0.0751012508443827,0.123989297864927,0.136943483877359,0.172407693354841,0.102037784754087,-0.886586620426745,0.0311308283492376,1,0.999999999736348,0.12668398796387,0.408666116144968,0.672063771841619,0.166653410597418,0.731598667814722,0.159973872716485,0.608436179731115,0.165832202066571,0.683683695548772,0.166002467042867,0.311249908922183,0.291528466347442
